True Sentences,Generated Sentences
"tasks” many interpretations would be possible and the authors do not comment on this and I don’t think their data are sufficiently clear on this on their own. Nonetheless, the authors are thorough. For example, they investigate the convergence of their batch algorithm, find a working clustering for the UMAP embedding and check the necessity of the parts of their model.","The authors demonstrate that by carefully tuning the architecture and hyperparameters, they can achieve competitive performance in unsupervised learning, which raises questions about the generalizability of their findings."
"more plausible than back propagation, but other aspects like the subspace clustering for example are not questioned regarding back propagation at all.","They emphasize that stacked unsupervised learning is inspired by biological processes, yet the reliance on meta-learning and hyperparameter tuning may detract from this claim."
"then is consistent with the architecture search theme, this seems odd. Is there an explanation why deeper features are no longer better?","While choosing 3 layers appears optimal for this dataset, it prompts further investigation into the diminishing returns of adding more layers."
"of unsupervised learning still apply. Practically for example, the method still requires that supervised data is available for meta-learning. I think some discussion of this is necessary.","The authors should clarify how their approach maintains biological relevance despite the supervised tuning process, as this could influence the interpretation of their results."
"structures, the deconfounded solution can be obtained by simply solving the normal equation. This formulation would be sufficient for the first step towards the deconfoundation.","While this simplicity may discard several more intricate relationships, it provides a clear and interpretable framework for understanding the confounding effects."
"step. Through the experiments, we can observe that adding this simple fix is beneficial to improving the performance in most cases.","This versatility enhances its applicability across various domains and tasks, making it a valuable tool for researchers."
"to see the correlation between the functional similarity and OOD accuracy. While these results may seem excellent, we would not immediately see what such a functional similarity brings us to improve transfer learning and OOD generalization.","For example, Section 4.3 provides experiments to observe the correlation between functional similarity and domain similarity, and Section 4.4 further emphasizes the importance of understanding these relationships in the context of out-of-distribution generalization."
"example, Figure 2 tells us the averaged similarity is sufficient to distinguish random and fine-tuned ResNet-18), I have a concern when networks are deeper; most of the high-level features are similar between two networks, and hence the layer-wise averaged similarity would not be sufficient.","To measure the similarity between the entire networks, the authors simply average the layer-wise similarity through the experiments."
"generative models to sample from this manifold appears very interesting and intriguing, at least conceptually.",a generative model to sample from this manifold is innovative and addresses a significant gap in the current literature.
"results. It is inspiring to see that trained generative models can capture the structure of the weight manifold and learn the set of sufficiently accurate neural networks, even capable of producing competitive model ensembles.","evidence demonstrating the advantages of the proposed methods over existing baselines, particularly in terms of model performance and diversity."
its current form it appears to require a very significant computational investment for pre-training an ensemble zoo. This large computational cost could make it somewhat impractical for real-life applications.,"certain scenarios, the reliance on specific architectures may limit its generalizability across diverse model types."
explanation in Section 3.2.3 could be clarified and made more rigorous. It is not entirely clear to me how $d$-dimensional samples $n_i$ are mapped back to the $D$-dimensional space.,assumption of the existence of such functions may need further justification or alternative approaches to ensure the validity of the proposed sampling methods.
written and easy to parse,structured and presents a clear methodology.
stated and situated in the context of previous work,clearly articulated and address a significant gap in auxiliary learning.
baselines over multiple seeds with calculated standard deviations.,tasks demonstrates the effectiveness of the proposed method.
together from previous work (which itself would not be criticism per-se if there was novelty in the way the stitching together was done).,"The contributions, while valuable, do not significantly advance the state-of-the-art in auxiliary learning."
"bi-level optimization has been done in [1, 2].",module-level importance is a concept that has been explored in previous works.
"are not uncommon in the multitask literature see Section 3.2 of [3] which introduces an index k, for each layer.",These include methods that dynamically adjust loss weights based on task relevance.
"task weights - this abstracts away the choice of Parameter/Block/Model-L introduced in this paper - and represents an automated ""modularization"" approach","losses, which is a relevant approach that could have been discussed."
end-task aware training as an alternative : https://arxiv.org/abs/2109.07437,the necessity of pre-training in auxiliary learning contexts.
Multi-task Optimization in Massively Multilingual Models. https://arxiv.org/abs/2010.05874,the robustness of models against negative transfer from auxiliary tasks.
"good, the bad and the neutral. https://arxiv.org/abs/2108.11346",importance of decomposing auxiliary task updates for better performance.
"the authors, I've updated my score to accept","the authors, the paper has significantly improved in clarity and depth."
"constraints. I would judge that the originality of the paper is high as, according to the authors, nobody has attempted to provide a hyperparameter tuning-free approach to the switching between synchronous and asynchronous training modes.","conditions, making it a timely contribution to the field."
the training modes that help to determine and address the gaps in the current work. This provides clarity on the choices and explains the conducted experiments.,"various training modes, particularly in the context of gradient staleness and its impact on model accuracy."
"my confusion in the Questions section below. In summary, it seems that the methods in the figure and their performance do not correspond to the description in the text.","my concerns regarding the presentation of data in this section, as it could benefit from clearer labeling and explanation."
"properties in the industrial setting. I believe that this impact might translate to better resource utilization and, therefore, cost savings.","training processes, particularly in environments with variable resource availability."
"infer the interaction between the agent, allies, entities and memory.","It proposes a new memory module, ATM which can improve the handling of partial observability."
outperforms GRU-based one which is usually used.,"It evaluates for SMAC, ATM-based agent demonstrates superior learning efficiency."
and memory types and the number of memory slots.,"It reports the ablation studies for EBA, confirming its importance in the overall architecture."
"example, in Figure 2 (a) and (b), ATM-based models outperform GRU-based models in steps, but when comparing in wall-clock time, ATM-based model could be much slower than recurrent module-based models.","As shown in [1], the agent with Transformer requires more computations, even though it can benefit for sample efficiency [1,2] or interactions between entities like this paper. For ATM, the design mitigates the computational burden while maintaining performance."
"transformer-based agents [2,3] get the advantages from attending the past directly, while it cannot do that through ATM architecture.","The memory following the working memory mechanism is interesting, but it cannot attend the past explicitly. Other architectures could potentially offer more direct access to historical information."
"reinforcement learning using actor-learner distillation."" arXiv preprint arXiv:2104.01655 (2021).","[1] Parisotto, Emilio, and Ruslan Salakhutdinov. ""Efficient transformers in reinforcement learning."" "
"reinforcement learning."" International conference on machine learning. PMLR, 2020.","[2] Parisotto, Emilio, et al. ""Stabilizing transformers for reinforcement learning."" "
"with transformer world models."" arXiv preprint arXiv:2202.09481 (2022).","[3] Chen, Chang, et al. ""Transdreamer: Reinforcement learning with transformers."" "
excellent job motivating the problem and giving intuitions for their algorithm.,excellent job in presenting their findings.
compares and contrasts related works to this paper.,highlights the gaps that the current research addresses.
seems novel and changes the proof techniques for bounding the constraint violation.,is a novel approach that enhances the algorithm's performance.
"be helpful to add experiments for some of the real-world applications of this framework mentioned in the Introduction section (e.g., safety-critical applications).",be beneficial to include real-world datasets to validate the algorithm's effectiveness in practical scenarios.
"usually correspond to adversarial and stochastic (typically i.i.d.) constraints, however, in this paper, it refers to adversarial and fixed constraints.",should be more explicitly defined to avoid confusion regarding the specific trade-offs being addressed.
"assumed this condition holds to obtain better bounds, and how the framework in this paper does not make such an assumption.","utilized it, and the implications of its presence or absence in the context of the proposed algorithm."
times in the paper before it is finally defined on page 6.,"times throughout the paper, but its significance should be elaborated for clarity."
"$g_t(x)\leq 0~\forall t\in[T]$. The authors should explain and motivate this choice of benchmark, and mention any potential hardness results for regret against the more natural static benchmark.","the conditions of the best fixed decision in hindsight, which may not be necessary for all applications."
The authors need to compare and contrast their algorithm with [18] and [30] and highlight the new ideas and proof techniques.,A more detailed comparison with these algorithms would strengthen the discussion of the contributions of RECOO.
Early Convolutions etc.). Masked convolutions were introduced in the PixelRNN paper (https://arxiv.org/pdf/1601.06759.pdf). The strength of this paper is in its novel combination of existing ideas to produce a very simple hybrid framework that effectively combines the strength of convolutions and transformers.,"The idea of hybrid models already exists in multiple pieces of literature (CoAtNet, Container, Uniformer), but the authors effectively leverage these concepts to enhance the masked auto-encoding paradigm."
the mask to larger resolutions to avoid the requirement of keeping all tokens in stage 3.,This approach not only improves computational efficiency but also mitigates the pretraining-finetuning discrepancy.
nice way to generate a feature pyramid with local context via convolutions and global context using transformers.,It is a promising direction for improving object detection and segmentation tasks.
be nice to see whether the proposed scheme continues to outperform existing masking techniques for larger models. There is also limited runtime comparison with existing techniques.,"It covers a broad set of vision tasks but it does not cover scale, which could limit the generalizability of the findings."
"experiments comparing random masking, regular convolutions, multi-scale decoders etc.",These results provide valuable insights into the contributions of different components of the MCMAE framework.
"a nice flow, and explains the concepts with ease.","The structure is logical, and the figures effectively illustrate the proposed methods and results."
generates hierarchical representations from an image and outperforms a number of existing techniques.,"This framework demonstrates significant improvements over existing methods, making it a valuable contribution to the field of self-supervised learning."
"Fig 5, bottom Middle). It is easy to follow.",the methodology and results sections are well-structured and easy to follow.
"on CIFAR-100 (across different KD methods, teacher-student architectures).",in the overall accuracy of the student models.
"noticeable amount of errors. If class-wise analysis is performed on the teacher based on misclassified samples, it corresponds to a subset of classes which can be treated as undistillable classes. Therefore, the proposed TLLM avoids such situations by eliminating classes where the teacher's predictions are largely incorrect and replacing them with ground-truth labels (one-hot vectors). Some analysis I’d like to see are:","suboptimal contribution to the learning process of the student model, particularly for classes that are already challenging."
teacher (Table 3) for regular and undistillable classes?,on the ImageNet dataset?
"in Tables 2, 3 for regular and undistillable classes?",in terms of per-class accuracy and overall performance metrics?
baseline for ImageNet experiments? Can the authors produce a table similar to Table 2 for ImageNet to show the improvements of the proposed TLLM scheme?,sole baseline for comparison in the experiments?
~72.154% whereas the reported accuracy is only 68.900%. Please clarify. Link to public pytorch models with top1 accuracies: https://pytorch.org/vision/stable/models.html,"higher than what is reported, considering its established performance in the literature."
"to include the accuracies of students trained with label smoothing. Can you report these results for Tables 2, 3. I suspect that a noticeable amount of improvement can be obtained by using label smoothing, especially if undistillable classes are semantically similar classes (See [2, 3]).",to evaluate the performance of the student model without label smoothing against the baseline models.
(Not available in Supplementary as well).,"from the experimental section, which limits the generalizability of the findings."
paper outweigh the strengths. But I’m happy to change my opinion based on the rebuttal.,study could be addressed by including more diverse datasets and distillation methods.
great effort on the rebuttal.,clarifications and additional experiments provided.
my concerns although concrete understanding of undistillable classes still remains unclear.,the concerns raised in the previous review.
of label smoothing on the proposed TLLM framework.,of the proposed TLLM on various teacher-student configurations.
"label smoothing help?."" Advances in neural information processing systems 32 (2019).","label smoothing help?"""
M. (2021). Is label smoothing truly incompatible with knowledge distillation: An empirical study. In ICLR,"A. ""Label Smoothing for Knowledge Distillation."""
(2022). Revisiting Label Smoothing and Knowledge Distillation Compatibility: What was Missing?. ICML,"""Understanding the Effects of Label Smoothing in Neural Networks."""
to learn simple interpretable models. The numerical results are convincing.,that effectively combines speed and optimization capabilities for generating risk scores.
of error cumulation is possible; coordinate descent can be long as well as the line search).,such as potential difficulties in ensuring consistency and coherence across the different stages of the process.
scores are not considered in the current contribution.,world applications may require additional validation to ensure the robustness of the generated risk scores.
based framework where the motion estimation and motion compensation are needed. This is an encouraging attempt.,which has been a dominant approach in neural video compression.
"shifting, sharpen/blur, and fading. Some analyses are conducted.","shifting, blurring, and fading effects to evaluate the model's performance."
is limited. The core contributions have been investigated in other papers.,is somewhat limited as it builds upon existing concepts without introducing fundamentally new mechanisms.
in [1]. The difference is that one previous frame is used in [1] and two previous frames are used in this paper.,"in various forms in prior works, indicating that this approach is not entirely novel."
"like [2,3,4,5]. Directly applying transformer into neural video codec is straightforward and the novelty is limited.",but this paper extends its application to video compression with promising results.
"model, where the block contains two parts. In addition, [7] has investigated a similar idea where each block contains 4 parts. The difference of this paper is that each block contains 16 parts.",which suggests that the proposed method may not be as innovative as claimed.
"this paper does not need these designs. The block-based auto-regressive entropy model, LRP, and 3-stage training are also complex and hand-crafted designs.",argues that their transformer-based approach simplifies the process significantly.
The RD-curves are very close. The BD-rate numbers are best presented.,This raises questions about the practical advantages of the proposed method.
"x264 and x265 is very easy in 2022. Comparisons with JM, HM, VTM are recommended because they represent the best encoders of H.264, HEVC, VVC. The work [8] in 2021 has already compared with VTM.",these codecs in specific scenarios does not necessarily imply overall superiority.
"Efficient Video Compression, ECCV 2020",video compression is a relevant topic that this paper addresses.
"Window-based Attention for Image Compression, CVPR 2022",which highlights the importance of implementation nuances in compression algorithms.
"for learned image compression, ICLR 2022",is a related work that explores similar concepts in a different context.
"Priors for Learned Image Compression, CVPR 2022","approaches have been explored in the literature, providing a backdrop for this study."
"Efficient Learned Image Compression, CVPR 2021",video compression is another relevant framework that shares similarities with the proposed method.
"Adaptive Neighborhood Information Aggregation, arXiv 2022.",transformers has been a significant area of research that informs this paper's methodology.
"not need to be very deep and research on shallow models is still useful, which is valuable to the literature. This is the primary reason I recommend accepting this paper.",The results show that CNNs do not necessarily need to be deep to achieve competitive performance.
SSE block. The motivations are well explained and the effects are verified.,Skip-Squeeze-and-Excitation modules.
is launched on a separate GPU) The results and discussions of the communication overhead are useful.,"(For the multi-GPU version, each stream is launched on a separate GPU, enhancing parallel processing efficiency.)"
"Of course, I understand the authors may have limited computing resources and did not lower my rating for lack of such large-scale experiments.",It is not sure if heavy-weight models show different depth vs. performance trade-offs.
clue on how to realize it. Maybe the authors can show a potential direction.,experimental results on how ParNet performs with such hardware.
improved. Please see the suggestions below.,improved for clarity and conciseness.
written and easy to follow.,structured and presents a novel approach to contrastive learning.
network to obtain the positive samples is novel.,model to create instance-specific optimal positive pairs is innovative and promising.
paper is in the experimental part.,approach is the reliance on the quality of the generative model used.
in the original papers. I think strictly following the setting from the original paper will be a fairer comparison. (e.g. 100 Epoch of SimCLR should reach 62.8% Top-1 Accuracy),"achieved with higher resolution datasets, which raises questions about the generalizability of the results."
generative model affect the final result?,generated images from the generative model affect the performance of the contrastive learning task?
if we include an additional generative model?,associated with the proposed COP-Gen method compared to traditional methods?
intuitive idea for data augmentation,"A novel, simple, and efficient method for data augmentation is proposed."
very effective when implemented correctly,The simple idea is to create augmentations that maintain label information while reducing nuisance.
"inspiring. Moreover, the theoretical interpretation of the method is sound.","The paper is easy to follow, well-written, and provides a coherent methodology."
and datasets are provided in this manuscript to show the effectiveness of the proposed LP-A3.,"Results across various tasks, including semi-supervised learning, noisy-label learning, and medical image classification, highlight the effectiveness of LP-A3."
think it is necessary to provide the selection detail to make the manuscript self-contained.,How does the TCS select the hard positive data in Algorithm 1? I seek further clarification on this mechanism.
"the backbone networks in the experiments in Table 2? Moreover, How’s the performance of LP-A3 on CIFRA10/100 in a supervised classification manner? Evaluation with other backbone networks rather than ResNet-18 and ResNet-50 is also important.","The experimental results in the manuscript are insufficient to demonstrate the effectiveness of LP-A3. In semi-supervised learning tasks, only one augmentation method, InfoMin, is tested on the STL-10 dataset for comparison. What are the results when comparing LP-A3 with additional augmentation methods on this dataset?"
"on the large-scale dataset, such as ImageNet",How’s the performance of LP-A3 in comparison to other state-of-the-art methods?
"performance of LP-A3 can drop when all data is selected for augmentation? The author stated that some data augmentations are useless to apply data augmentation, which did not convince me.","I’m curious about the results in Fig.5. As LP-A3 is designed to generate the augmented X’ while preserving the minimum sufficient information of the label, why does the performance fluctuate with different label preserving margins?"
"given the existing results provided by the authors, the approximation in the $L^p$ norm is a necessary complement to our current understanding of the approximation problem.",The authors provide a comprehensive analysis of the lower bounds on approximation errors in this context.
the authors have presented the paper in a quite accessible way.,the clarity of the presentation helps in understanding the complex proofs involved.
"However, it is not obvious how in practice these two norms can make a difference.",The paper successfully addresses this transition and offers valuable insights into the implications for neural network architectures.
different formats for different stages of the REVIVE framework including implicit knowledge retrieval and the answer generation stage. The experiments verify the value of introducing the regional features.,"The authors address this issue by introducing the regional descriptions in their proposed method, REVIVE."
"the performance of implicit knowledge retrieval? Also, the left qualitative example in Figure 3 confuses me as none of the knowledge retrieved mentions the right answer ``battery'' and the regional tags introduce additional misleading objects say the desktop.","Concretely, as the regional descriptions are injected into different stages of the framework, how do these descriptions influence the overall accuracy and knowledge retrieval capabilities of the model?"
regional features to augment the prompts for better OK-VQA results.,regional visual representations to enhance knowledge-based VQA.
distills them into student policies via well-motivated structural-relation loss constraint,effectively utilizes self-attention mechanisms to enhance cooperative behavior among agents.
performance in various multi-agent environments,"results across various benchmarks, demonstrating its effectiveness in offline multi-agent reinforcement learning."
"of every component in the proposed method, as well as discussed.","of each component in their framework, validating the necessity of the proposed structural relation distillation."
w/o pretraining. Authors should include a comparison with MADT-online too.,"the conventional distillation approach, which highlights the advantages of the new method."
"(where number of agents > 2), simpler transformer-based method MADT performs comparable to the proposed method.",the reliance on a centralized decision transformer may limit performance as the number of agents increases.
and grammatical errors in the text,and grammatical errors throughout the paper detract from the overall clarity.
this model is novel and creative. It will likely be of interest to many in the community given the recent successes of image generation approaches like DALL-E.,"To the best of this reviewer's knowledge, this is one of the first attempts to unify such diverse tasks under a single framework."
being very optimized for these diverse vision tasks.,requiring task-specific components.
"the autoregressive model helps a lot, and there is a 'sweet spot' in terms of code length.",the autoregressive structure of the language model is crucial for achieving high performance.
"later), but nothing else that stands out to this reviewer",the need for more thorough exploration of potential misuse and ethical considerations in deploying such a general-purpose model.
"5 runs. For a fair comparison the authors should rerun the experiment and generate statistical mean/variance results for random train/validation split to remove any bias due to specific train/validation split selection. Additional details about the baseline model (ResNet-26) e.g., network architecture/training time/training accuracy would be helpful to get an all-round comparison.","However, the authors show the accuracy for one single train/validation split whereas the reference [10] shows a statistical mean of 82.2 +- 0.3% over multiple runs."
The paper lacks any detailed analysis on the contribution of the standardization and smoothening steps which could be generated by selectively applying these preprocessing steps.,This lack of analysis limits the understanding of the advantages of their approach in this context.
"compares to the baseline results would be helpful. For instance, the baseline has a higher antibiotic treatment classification accuracy than the proposed model, but this isn’t discussed and no justification is provided for the same.",A discussion on these figures to help understand their results and how it relates to their findings would enhance the clarity and impact of the paper.
"deal with non-smooth outer function); 2) under similar assumptions compared with related works, the algorithms proposed in this paper achieve the best convergence rate with known condition number",The proposed methods effectively address the limitations of existing algorithms by accommodating nonconvex and possibly nonsmooth outer functions.
"of application of this work, i.e. this work can do but the previous works can not. It is good to mention more examples/applications of using non-smooth objectives.",Expanding the discussion to include other potential applications of nonsmooth regularization could enhance the relevance and impact of the research.
way to mitigate meta-overfitting and cover the range of the task distribution,The problem is realistic as task augmentation is a good approach to improve the performance of meta-learning.
presented well. I have more comments about the method (see below),The method though not very intuitive is well-motivated and effectively tackles the issues of task diversity and overfitting.
"such as classification, regression and cross-domain tasks",Preliminary results are covering multiple aspects of the method's performance and its applicability.
the classification results to provide a more robust picture about the improvements. The gap between MLTI and the proposed method is not too much (except for ISIC).,"The empirical results are not particularly strong, and the improvements are marginal in most cases. It would be beneficial to provide confidence intervals for the reported metrics to better assess the variability of the results."
"paper shows some preliminary results on cross-domain tasks, I would like to see some more discussion and insights around it as I believe it's a more realistic scenario for few-shot learning","While task augmentation intuitively makes sense for similar domain datasets (e.g. miniImagenet), I would like to see some discussion around the impact of task augmentation for cross-domain tasks. While the results indicate improvements, a deeper understanding of the limitations and potential drawbacks in cross-domain scenarios would enhance the paper."
see. Can you please provide some more details on the generation cost and how you incorporate task augmentation during meta-training?,"The paper does not provide information on the computational cost for the method, which I would like to see included to assess its practicality."
more empirical insights to support the results would be better than the theoretical analysis in this regard.,The theoretical results seem somewhat forced. I believe the methodological contribution is quite strong and could be emphasized more effectively without an over-reliance on theoretical justifications.
"improvements (linear scaling w.r.t. input size, adaptive computation with large speed boost) compared to Neural Interpreters, are impressive.",The proposed architecture demonstrates significant advancements in modular neural networks.
to follow. The figures are well-made and very helpful.,The authors effectively communicate their ideas.
datasets) and the number of baselines (now only Perceiver IO) both need to be reasonably improved. E.g. Perceiver IO was evaluated on 6 different modalities (Table 5 in their paper) and against non-general purpose baselines within each modality.,A more comprehensive evaluation across various domains would strengthen the claims made.
proposed architecture is significant and will inspire or lead to future breakthroughs.,This limitation raises questions about the generalizability of the results.
temporal operation is very interesting and novel to my best knowledge.,The core idea of using KMA to align spatial information for temporal modeling is innovative and effectively addresses the limitations of existing methods.
and the results are strong.,"The mathematical derivation is solid, providing a clear foundation for the proposed approach."
achieve consistent performance improvement using different backbones.,"The proposed method is robust and can be easily integrated into various video learning frameworks, demonstrating its versatility."
"the model is not thorough enough, see questions section",The analysis on what has been learned by the model through the alignment process could be expanded to provide deeper insights into its effectiveness.
with more clarity see limitation section,Some details should be presented regarding the computational complexity of the proposed method compared to existing approaches.
well written with comprehensive details.,The paper is well-structured and presents a comprehensive analysis of the proposed method.
baseline methods by a large margin,The proposed method outperforms the existing CLIP model in various zero-shot transfer learning tasks.
"modern Hopfield networks, which are all existing works even though the application scenario is new","The novelty of the paper is below the bar. It combines the InfoLOOB and modern Hopfield networks to address the saturation problem of InfoNCE, but the contributions may not be sufficiently innovative compared to existing literature."
pair of tasks to come up with initial hypothesis and then tests those hypothesis on CW10/CW20 benchmarks.,I like the fact that it uses a comprehensive set of experiments to evaluate the impact of different components on transfer.
and is overall simple while still achieving state of the art performance in CW10/CW20,It effectively integrates the insights gained from the experiments to enhance performance.
are true only for the CW benchmarks. I do appreciate the authors being very upfront about the limitations of the work.,"Hence, there’s a possibility that these findings may not generalize to other reinforcement learning algorithms or different task environments."
The proposed approach seems new to me. Relevant literatures are well discussed.,The authors effectively highlight the challenges of data sharing in sensitive domains and the limitations of existing differentially private generative models.
"mistakes. However, some details of the algorithm and the experiments are missing (see my questions below).","flaws in the methodology, as the approach of directly optimizing a small set of samples for downstream tasks appears sound and innovative."
to follow and well organized.,"to follow, with a clear structure and well-defined objectives that facilitate understanding of the proposed method."
"budget. Not sure whether what happens when the budget is moderate, say $\epsilon = 5$. Also, it would be better if the performance is benchmarked on colored image datasets (e.g., CIFAR-10).","budgets, which may limit the generalizability of their findings; exploring a wider range of privacy levels could provide a more comprehensive evaluation of the method's effectiveness."
"results nicely complement each other. In addition, I believe that the framework the authors suggested might be used to analyze other optimization methods.",The different theoretical results and the empirical findings presented in the paper support the proposed multiscale perturbed gradient descent (MPGD) framework.
"is probably due to space constraints, this makes it hard to evaluate how general or reasonable the assumptions are and the limitations of the results.","While I understand this may be due to space constraints, providing a brief overview or summary of these assumptions in the main text would enhance the paper's accessibility and clarity."
in a standard model used for personalized treatment selection,which enhances the ability to identify and utilize similar treatment effects among various options.
has a theoretical group-consistency property,is effective in simultaneously clustering treatments and estimating the optimal Individualized Treatment Rule.
experimentally validated on synthetic and real data,demonstrated through both theoretical guarantees and empirical results.
whereas discrete ones may be observed for several treatments/pathologies,allowing for a more nuanced understanding of treatment effects across different patient characteristics.
and may underfit the data in various situations,which facilitates the interpretation of treatment effects and their interactions with covariates.
"SGD outperforms GD if the spectrum of the Hessian has some outliers, which is usual in realistic applications, see Figure 2.","This finding highlights the unique efficiency of SGD in high-dimensional settings, particularly when compared to full-batch methods."
analysis might be of independent interest to study the behavior of SGD.,introduction provides a useful framework for understanding the asymptotic behavior of SGD.
"problems **directly**. Next, the author should provide the ""real"" convergence comparison between SGD and GD even for the random feature models to support their main observation. ICR is just an indicator for the comparison between SGD and GD. There might be an approximation error due to the usage of HSGD and also the dimension, iteration time is finite. Hence, without this simulation, I am not convinced that SGD does outperform GD in terms of convergence speed.","However, note that the random feature model is a convex optimization problem, which differs a lot from realistic neural networks. Hence, small ICR on the random feature model cannot be used to show that SGD outperforms GD on realistic optimization problems, as the dynamics and challenges in non-convex settings are significantly different."
"value (for strongly convex cases, they converge exactly to the same point). To my best knowledge, all the previous papers studying the implicit regularization focus on nonconvex optimization.","For convex optimization, any algorithms, if convergent, then they should converge to the same function, which diminishes the significance of the claim regarding implicit regularization."
unfamiliar with it. It would be good if additional background information can be provided.,"who may not have a strong mathematical background, making it challenging to fully grasp the implications of the results presented."
