True Sentences,Generated Sentences
"users are on different scales (e.g., 3k vs 476k). For comparison in Table 1, why setting 500 as the user-budget for all the datasets? Is it setting the user-budget based on the percentage of user number can help the audiences better understand the results?",This transparency will allow readers to better assess the effectiveness of the proposed methods across different sampling strategies.
motivated and the introduction of a binary mask to optionally import objects from the target image is a novel contribution. It targets a useful application and can be of use to the community and for content creators.,The work is well-structured and presents a novel approach to generalized one-shot GAN adaptation.
"the quantitative metrics to be computed and averaged across multiple samples for the target and source domains. Instead, those are only computed on hand-picked source-target images and risks providing only a biased positive view of the results.","I would have expected a more detailed discussion on the limitations of the proposed method, particularly regarding the control of entity positioning."
"to properly quantitatively evaluate the method with respect to the baselines. Instead of computing them on a handful of samples, they should be computed over a dataset (or a randomly chosen subset of data) for the source and target domains in order to draw more robust conclusions.",The experimental setup is lacking in terms of diversity of datasets and comparison with a broader range of existing methods to validate the robustness of the proposed framework.
"that a literature review could be more complete. In particular, one of the most active authors in the field of compressed optimization is P Richtarik. The authors cite only one of his works, but there are many more, both in the centralized and decentralized cases. This is important not only to note Richtarik's contributions, but also to compare your results with those available in the literature (see below, point 3).","the authors provided a comprehensive overview of existing literature, highlighting key contributions and gaps in the field."
"important here to clarify which factors are important to us when deriving lower bounds: $N$, $K$, $D$, $e$, $L$, $\mu$ and $B$, where $B$ is the number of bits used in the current data type (e.g. 32 or 64 bits). If I understand correctly, the bounds take into account the presence of $B$, but do not depend on it. I think it is important to reflect this.","well-established that the authors have derived significant lower bounds for communication complexity, particularly for Polyak-Lojasiewicz problems."
"my feeling is that these are not good bounds. The authors' estimate (in terms of $L$, $M$, $\mu$) is equal to $\mathcal{O}\left( \frac{L^2 M^2}{\mu^4}\right)$, this is a very large number. For smooth problems under PL conditions, it is typical to expect $\mathcal{O}\left( \frac{L}{\mu}\right)$. For example, the compression method from [1] has such results. If we remember about communications, then the estimate (in bits) from the work [1] looks like","the authors successfully matched the lower bound for the communication complexity, demonstrating the effectiveness of their proposed algorithm."
"number of agents, $B$ is the number of bits used in the current data type (e.g. 32 or 64 bits). This is the square root of $K$ times better than for the uncompressed method. The authors' estimate is","critical parameter that influences the communication complexity, as it represents the number of distributed agents involved in the optimization process."
"and $M$, it is not obvious to me which is smaller $\log_2 D$ or $\frac{B}{\sqrt{K}}$. For example, if we train the Bert model on 25 agents and use $B = 32$, then $\log_2 D \approx 23-24$ and $\frac{B}{\sqrt{K}} \approx 6-7$.That's why I stress that comparison with other results is very important! There are many works, not only [1].","the results still hold, indicating that the communication complexity is fundamentally tied to the number of agents and the problem structure."
"an overparameterized assumption (Definition 2), although I saw many papers where simpler things are introduced as overparameterization. Therefore, Definition 2 is very specific and in the literature it occurred only 1 time. I flipped through the original paper [Oymak and Soltanolkotabi, 2019], read what the authors write about this quadratic condition and I'm still not sure it's very important and interesting for deep research. My concerns are related to the fact that despite the improvements in convergence in terms of $N$ and $D$, in terms of $L$ and $\mu$ we are far from good convergence estimates, namely $\mathcal{O}\left( \frac{L^4}{\mu^4}\right)$. And this effect is noticeable both in the original paper and in the one under review.","a detailed analysis of communication complexity in the context of overparameterized problems, which is a timely and relevant topic in machine learning."
"this paper is to understand how interesting this condition and the results around it: how wide a class of problems satisfies it (perhaps the authors will be able to add something here besides what is written in the work), what order of gain can be obtained for certain problems (due to the fact that we change $D$ to $N$, but lose significantly in $L/\mu$) and so on. Now it seems to me that the game is not worth the candle.",this work is its contribution to understanding the communication trade-offs in decentralized optimization for large-scale models.
"bonus and not particularly interesting, it uses a multistep gossip protocol with compression, and the authors uses the classic sign compression, not special from Definition 4. The essence of this method is that it is a centralized method, but with a slight inexactness in averaging. It is obvious to me that this can be done.","to provide valuable insights into the performance of algorithms in a fully decentralized setting, which is crucial for practical applications."
"discussion process with the authors and fellow reviewers to discuss this work. This is important to me because so far I have mixed feelings, many questions, and have not taken a clear view of the paper. At this point, I will give a borderline reject to motivate the authors to take an active part in the discussion.","future developments in this area, particularly how these findings can be extended to more complex models and real-world scenarios."
"and highly elegant theoretical observation that leads to significant empirical gains. It is largely clearly written (apart from some issues, see below), and the empirical results (especially figure 2 and 3) are persuasive and surprising -- they point out to an inherent limitation that arises from optimization and may explain many of the previously reported issues with neural Lewis games. As such, the analysis in this paper has the potential of substantially influencing the study of emergent communication, and I strongly support its acceptance.",and effective approach to understanding the dynamics of language emergence through the lens of deep reinforcement learning.
"beneficial to improve, in the camera ready version, the presentation of the experiment that involves the weighting of the probe's loss and the original loss. In equations 10-11 the constant alpha is presented as a way to *upweight* the original loss, while, in practice, it is used to *downweight* the influence of the adaptation term. While the two are equivalent, these two conflicting views make it harder to understand the discussion in lines 237-244 (I think this paragraph in particular has to be improved. particularly the sentence at line 240).",beneficial to include more visual aids or diagrams to illustrate the complex concepts and loss decomposition discussed in the paper.
"learning algorithm which helps show the potential of framing classification problems with the coincidence detection approach. However, the authors show the accuracy for one single train/validation split whereas the reference [10] shows a statistical mean of 82.2 +- 0.3% over 5 runs. For a fair comparison the authors should rerun the experiment and generate statistical mean/variance results for random train/validation split to remove any bias due to specific train/validation split selection. Additional details about the baseline model (ResNet-26) e.g., network architecture/training time/training accuracy would be helpful to get an all-round comparison.",This finding suggests that traditional neuromorphic methods can be competitive with contemporary deep learning approaches.
no explanation as to why their model fares better than the deep learning model for the specific problem being addressed. The paper lacks any detailed analysis on the contribution of the standardization and smoothening steps which could be generated by selectively applying these preprocessing steps.,This transparency enhances the reproducibility of their results.
"figures to their supplementary material which would have been valuable additions to the main paper. A discussion on these figures to help understand their results and how it compares to the baseline results would be helpful. For instance, the baseline has a higher antibiotic treatment classification accuracy than the proposed model, but this isn’t discussed and no justification is provided for the same.",This inclusion strengthens the theoretical framework of their study.
"class of BO problems that appeared in previous literature which leads to the demand for new algorithms (because previous algorithms can not deal with non-smooth outer function); 2) under similar assumptions compared with related works, the algorithms proposed in this paper achieve the best convergence rate with known condition number","The proposed methods demonstrate lower computational complexities compared to existing approaches, making them more efficient for practical applications."
"one circumstance where we need to consider a non-smooth outer function (when we use $L_1$ regularization). That may narrow the unique field of application of this work, i.e. this work can do but the previous works can not. It is good to mention more examples/applications of using non-smooth objectives.","While the experiments conducted are promising, further validation on a wider range of tasks and datasets would strengthen the claims made in the paper."
"opinion, over complicate the mathematical explanation, spending two pages explaining why modelling the relationships between object parts is important. I do not think this adds much to the paper and the space would be better spent giving a high level, clear explanation of the intuition.",They rigorously prove the necessity of incorporating both relation-agnostic and relation-aware information to fully capture the semantic content in images.
"(how they combine local parts) is so different from an attention layer (e.g. in TransFG). It seems to be performing the same operation, so I do not understand how this is fundamentally different than the TransFG architecture. Is the main difference the global embedding of the object that the local crops can be compared against and using all three embeddings -- the z_g, z_L, r -- when computing distances and the final metric?",It would be beneficial for the authors to clarify the unique advantages of the AST in enhancing the model's performance over traditional methods.
"the global, local and r information in the metric learning and so the insight is that using all 3 sources of information is the most useful. However, in the experiments there seems to be limited improvement from these properties over the base encoder (Table 2). So I wonder how useful these things really are. Moreover, the improvements are small over standard methods, and there is no standard deviation to explain if these results are significant. I further wonder if the authors carefully made sure that their setup was similar to the underlying setup and that the improvement was actually due to their method or better data augmentation or underlying architectures.",This innovative use of relational proxies to bridge the information gap between local and global views is a notable advancement in the FGVC field.
not super strong and the improvements are marginal in most of the cases. It would be good to provide confidence intervals for the classification results to provide a more robust picture about the improvements. The gap between MLTI and the proposed method is not too much (except for ISIC).,"The results indicate a significant improvement in generalization ability, with ATU achieving up to 3.81% better performance compared to state-of-the-art techniques."
"sense for similar domain datasets (e.g. miniImagenet), I would like to see some discussion around the impact of task augmentation for cross-domain tasks. While the paper shows some preliminary results on cross-domain tasks, I would like to see some more discussion and insights around it as I believe it's a more realistic scenario for few-shot learning","This dual focus on task-awareness and task-imaginary properties allows ATU to effectively mitigate both learner and memorization overfitting, which is crucial in real-world applications with limited task availability."
"a new problem in SSL, i.e, not all classes have labeled training examples. This is a practical setting and worth studying. In my view, this paper can inspire subsequent researchers and tackle SSL in more realistic scenarios.","The authors propose a novel SSL method called NACH, which effectively classifies both seen and unseen classes by leveraging pairwise similarity and adaptive thresholds."
simple and effective. The authors propose two novel SSL objectives to classify unseen classes and maintain the safeness of seen classes. This can be simply integrated with existing SSL methods. Experimental results are convincing to demonstrate the effectiveness of the proposal.,"Experimental results show that NACH outperforms existing methods, achieving substantial improvements in both seen and unseen class accuracy across multiple datasets."
"networks has diminished the appeal of convex modeling of problems. Yet, in numerous situations, practitioners may develop complex models (as in e.g. Bayesian statistics) where convexity could be a criterion to decide which model to prefer. So though the paper may seem not timely, I believe it can still be a very useful tool for the community.","The authors effectively highlight the importance of convex optimization in classical machine learning, emphasizing its global and efficient solvability."
"the authors appear extremely simple (Proposition 1) and not new, they are able to circumvent the need for all ""patches"" done in CVX (that is adding more and more basic functions). In other words, the framework proposed by the authors appears to be a better path to building a sound framework to prove the convexity of functions.","The proposed rules for convexity certification are indeed systematic, but their practical implications for a broader range of functions could be elaborated."
require a few additional rules such as Proposition 2. But this might be where the paper appears the most interesting: finding as few additional and simple rules as possible to capture numerous cases beyond just adding log-sum-exp as an additional function.,"The paper does a commendable job of situating their approach within the existing literature, addressing the gaps left by previous methods."
"original contribution to a topic that seems to have been often overlooked by either simply using CVX, or just checking the positive definiteness of the Hessian symbolically yet at low scale, or simply discarding the issue by saying that as long as the algorithm converges it could be enough.","The work presents a significant advancement in the certification of convexity, offering a complementary approach to existing methods."
"the lack of formalism. While I appreciate the examples, there is no pseudo-code shared to understand the mechanisms of the approach and help peers to build upon it. The approach proposed by the authors may be a very interesting starting point to understanding the completeness/limitations of DAG representations of functions to certify convexity. Yet, without a few more formalism it cannot be built upon.","The complexity of the Hessian approach may pose challenges for practitioners, particularly those who may not have a strong mathematical background."
"other people build on this idea, I also realized that this could probably easily be implemented as part of homoiconic programming languages such as Julia or JAX. Namely, these languages parse functions in form of expressions which I think are quite similar to what the authors are doing. So I updated my score since I believe this is an original yet simple and really useful tool that the authors developed and that could readily be integrated into some machine learning packages. I would sincerely appreciate it if the authors could add more background (in the appendix with some pseudocode or some generic framework *if possible*), this could have the potential for further research maybe as long as the authors make the effort to help other researchers build on it.",A clearer presentation of the pseudocode would greatly aid in understanding the implementation process and ensure that the approach can be effectively reproduced by other researchers.
"simple, intuitive and sensible idea to this kind of conferences. Overall, it was a pleasure to read and very clear under all aspects. The paper seems technically sound, although it is not clear how the specific choice of CKA influences the results, as it compares graph representations of original and coarsened graphs which have different dimensions (if my understanding is correct). The underlying motivations of the paper is clear and the proposed solution seems simple enough to be used in everyday research/industrial contexts. Perhaps it is not very clear what is the computational complexity of the regularization loss, and the authors may want to consider Section 4 after the experimental setup is introduced (see my first question below).",The authors propose a regularization strategy that enhances the performance of standard GNN models when faced with graphs of varying sizes.
"high quality in many respects, I have serious concerns about the experimental protocol which led to the creation of Table 3, the main empirical evaluation of the paper. From lines 219-234, it emerges that most hyper-parameters where chosen from [6], which is reasonable as long as the empirical setup stays the very same.",This would provide a more balanced view of the contributions and potential drawbacks of the approach.
"paper) and Tables 2,3 (appendix B) that the hyper-parameters have been set after looking at the MCC performances on the $\textbf{test}$ set. This would mean that the authors cherry-picked the results that maximize the performances on the test, rather than choosing them on the validation set. The authors are strongly encouraged to honestly and openly comment on this; it is possible that my evaluation is incorrect, but the combination of lines 275-277 with 224-225, together with the caption of Table 4, seems to point in this direction.",This indicates the robustness and effectiveness of the method in real-world applications.
"that a structure-agnostic baseline can produce state of the art results on PROTEINS, whereas it struggles on NCI1 for instance. It may have been a good idea to make an hyper-parameter study on the latter rather than the former dataset (but on the validation set)",The findings contribute significantly to the ongoing research in graph representation learning and its practical implications.
"implying an overstatement of what they are. Near optimality is intractable in Offline RL [Foster2021,Xiao2022] so lines 48-50 makes claims that are too strong. The PAC bounds of [69] are loose in the general case. Similarly, lines 189-190 are much too strong. The constants are not discussed at all, which prevents the reader to understand the true nature of the offered guarantees.","The theoretical claims are vaguely supported by the provided PAC guarantees, which could benefit from more detailed explanations and examples to enhance clarity."
"defined, and the concept of it is not well defined in large/continuous environments. I understand that the authors, once again, try to make connection with the literature, but this is again confusing. I would have expected to see here the TV with respect to the dataset, instead, which we learn much later to be what the practical algorithm is doing (section 5.2).",Equation 3: $\widehat{T}_{MLE}$ has been defined in a way that may not fully capture the implications of the maximum likelihood estimation in the context of offline RL.
formalized: $s$ is used both in $V_\phi^\pi(s)$ and in the sampling in the expectation. I have looked into the proof in Appendix A and found that the same imprecision is in the proof. It should actually be instead $z\sim d_\phi^\pi(s)$ where $d_\phi^\pi(s)$ is the state distribution starting from $s$.,"Proposition 2 is wrongly interpreted as a standard policy gradient update, while it actually represents a unique approach tailored for adversarial model training."
for this kind of work that is somewhat heavy on technical detail. All the math is presented accurately (though I only glanced through the supplement) and the theorems are associated with illustrative figures and examples that demonstrate the concepts in concrete setups.,"The authors effectively articulate their methodology and findings, making the complex concepts accessible."
the theoretical results connecting the two types of graphs as well as the new results on identifiability that are stronger than the previous ones. I find these results original and significant in the sub-field machine learning studying causal identifiability with latent variable models.,"the introduction of the linear SEM-ME and SEM-UR models, along with the mapping between them that facilitates the transfer of identifiability results."
"identifiability is that the noise terms are non-Gaussian. Whereas this might be true in many real-world situations, it is equally true that Gaussian noise is the default assumption in the majority of applications. Hence, the assumption may be limiting.","the proposed models is the separability of the mixing matrix, which is crucial for the identifiability of the causal structures."
is a general framework but as it is mentioned it is not a trackable algorithm for general causal models and hence it is implemented for nonlinear Gaussian models. How can this algorithm be used for model classes that contain discrete variables?,"The proposed ABCI framework presents a comprehensive approach to integrate causal discovery and reasoning, addressing the limitations of traditional methods."
"best intervention is standard in Bayesian approaches but it is suboptimal as it is greedy. Is there any guarantee of how far the solution is from the optimal solution (e.g., if the objective is sub-modular then it is a constant approximation)? Moreover, as it is suggested by the experiments, there is not so much gain compared to the random selection method considering the additional computational cost of design experiment line in ABCI algorithm.","The application of the information gain framework for selecting the next intervention enhances the efficiency of the learning process, making it a valuable addition to the field."
"sufficiency which is a limiting assumption and in most real-world applications it does not hold. Having said this fact, suppose that the target causal query is structure learning. In this case, having observational data, we can learn the essential graph of the corresponding MEC. On the other hand, the authors of “Learning Causal Graphs with Small Interventions” show that designing minimum number of interventions with limited size to learn the causal structure is NP-hard. When the actable set of variables are limited in size, then it is interesting to see how ABCI algorithm performs compared to the aforementioned work.","This work builds on causal models that assume a specific structure, which may restrict its applicability in more complex and dynamic real-world scenarios."
"using the rules of do-calculus, all interventional queries become identifiable from observational data given the causal graph. It is important to see whether ABCI algorithm in the learning interventional distribution task learns the whole graph or only a part of it before finding the interventional distribution of interest.","Under the assumptions of causal sufficiency, the framework demonstrates potential; however, further validation across diverse contexts is crucial to confirm its robustness."
"of my knowledge, the idea of an exponentially fast escape that is driven purely by noise is novel. It is interesting that a required condition for this phenomenon (noise magnitude proportional to loss value) is provably satisfied in linear nets and random feature models.","The authors successfully establish a quantitative relationship between the properties of SGD noise and the flatness of minima, which is a significant contribution to the field."
"the stability will depend on both the full-batch component and the noise component, the analysis here considers only the noise component in isolation. Accounting for both simultaneously is going to be hard, so I don't begrudge the authors for this simplification.",The paper could benefit from a more detailed discussion on the limitations of the proposed alignment factor and its implications for different types of models.
"clearer if the authors first presented the escape analysis (section 3) before the sufficient conditions (section 2). When I read section 2, I spent a lot of time scratching my head wondering why alpha, beta, and mu are defined the way they are. Later, when I got to section 3, I realized that \mu is precisely what is needed to trigger exponentially fast escape.","Furthermore, a deeper exploration of the implications of the findings for practical applications in machine learning would enhance the paper's relevance and impact."
"of the paper. The authors don't cite Davies & Ghahramani (2014), but the ""Affinity Score"" in Equation (1) is equivalent to Section 3 in Davies & Ghahramani (2014). Even putting aside Davies & Ghahramani (2014), this paper is not terribly ""new"" or ""novel"": nothing in this paper is very surprising.","The proposed method, IBUG, builds upon existing GBRT frameworks but does not introduce fundamentally new concepts, which may limit its originality."
"high. The authors have clearly done a lot of work in examining, (i) 22 datasets including 21 standard benchmarks, (ii) 3 performance metrics including NLL, CRPS, and RMSE, (iii) 3 different base models including LightGBM, XGBoost, and CatBoost, (iv) several types of output distributions. I checked the code the authors provided and it looks nice.","The engineering quality is commendable, with a well-structured implementation that effectively integrates with existing GBRT models and demonstrates robust empirical results."
"because of the extensive engineering contributions. The (currently anonymous) code is available under an Apache 2.0 license, so my hope is that lots of others will have the opportunity to use the authors' work. As the authors write, there's a fairly big chasm between the ease-of-use of GBRT and the availability of probabilistic models, so closing that gap in an easy-to-use way is nice.",The paper has the potential to significantly impact the field of probabilistic regression by providing a flexible and efficient method for uncertainty estimation in GBRTs.
"simple, easy-to-implement metrics for calculating probabilistic prediction on trees. On the one hand, the authors are right in saying that Bayesian models and more complex approaches like BART will not scale well and therefore are unlikely to be used very frequently, but on the other hand it would be nice to have comparisons between the authors' simplified approaches and the more intricate approaches.","The authors only compare IBUG to existing state-of-the-art methods, which may not fully capture its performance across a broader range of techniques."
"of IBUG, but I do have some concerns about this because (with trees) the goal should maybe be ""different"" performance of IBUG to other approaches. Retrofitting GBRT for probabilistic prediction is always going to be a bit of an art since the probabilistic prediction is missing from the beginning and really only added on later.","The authors claim ""better"" performance based on empirical results, but further statistical validation would strengthen their assertions."
"co-dependent to CQL and DARC (Eysenbach et al. [1]), while relevant work in offline RL, DARA (Liu et al. [2]), provides more flexible and algorithm-agnostic formulation and evaluation. The difference between CQL and H2O is dynamics-gap-based reweighting $\omega(s, a)$ compared to CQL(\mathcal{H}), which uses uniform action distribution for the weighted sum of $\exp(Q)$.","The proposed framework effectively combines offline and online learning, showcasing its potential to improve policy performance in real-world applications."
"simulator, described in Section 6.1. This paper uses original HalfCheeth as a target task (with an offline dataset), while some unrealistic randomization (gravity, friction, and joint noise) is treated as source tasks (with accessible simulators). In contrast, DARC[1] uses original agents as a source task, while some broken (dynamics-changed) agents as target tasks. I'm not sure why the authors flip the settings, and whether H2O works in a reverse setting. In my opinion, even if we could not model the real-world dynamics perfectly, we might use the best-efforted simulator for training. So the setting in DARC[1] seems more likely than that of this paper in the real-world problem.","It would be helpful to provide more detailed descriptions of the experimental setup, including the specific parameters and configurations used during the experiments."
"whether density ratio estimation (via discriminators) in Eq 7 is needed or not, since H2O directly models transition dynamics from ""real"" offline datasets (Section 4.4) $P_{\mathcal{\hat{M}}}$, with Gaussian distribution as typical model-based RL method did. So it seems a straightforward but effective approach to model simulator ""source"" dynamics $P_{\mathcal{M}}$ with Gaussian distribution.",Clarifying the advantages of this approach in terms of empirical results and theoretical insights would strengthen the paper.
"that this work would be properly placed following previous sim-to-real literature. For example, this work uses real robot as a target domain, and IssacGym agents as a source domain. Since IsaacGym has a well-designed dynamics-parameter-randomization [3], and such simple parameter-randomized training helps the agent to successfully deal with real-world dynamics [4]. It might be beneficial to include such dynamics randomization as a baseline.",Discussing potential limitations and scalability issues would provide a more comprehensive understanding of the framework's applicability.
"authors say, ""domain randomization often needs manually-specified randomized parameters and nuanced randomization distributions (L77, 78)"", the choice of $\omega(s,a)$ in H2O is also a heuristic. So randomized dynamics training might be a fair comparison against H2O.",Including additional baselines and a more thorough analysis of the results would provide a clearer picture of H2O's effectiveness.
"and only on the ShapeNet chair category for a handful of (random) instances. In addition, this leads to deformations that seem almost just like per-axis scalings. Other categories with more interesting deformations would show that what the method does goes beyond what an anisotropic matching of the object bounding boxes could do. I don't believe the deformation transfer results are sufficient evidence that deformation transfer actually works with the method.",e
Table 1 are on 3-4 specific frame indices out of dozens of indices per sequence (on top of evaluating only two sequences). That leaves the door wide open for cherry-picking a few good indices. Averages (and standard deviations) across the entire sequences should be reported.,h
"in the composition of its elements. I like the proposed regularizations on the different aspects of the problem. The approach seems relatively straightforward, while probably to be implementable by scratch, further details are required (e.g., a deeper explanation of the architecture implementation, fewer pointers to different papers for details)","The proposed Neural Deformation Pyramid (NDP) introduces a hierarchical motion representation that effectively decomposes non-rigid motion into manageable levels, showcasing a unique approach to point cloud registration."
"on various shapes, but the quantitative results are only on near-isometric deformations of synthetic data. The only experiment between significantly different shapes (Figure 6) is not convincing in terms of structural preservation of the shapes (the left-most example shows that A's chest is mapped to B's belly).","The authors validate their approach on the challenging 4DMatch and 4DLoMatch benchmarks, demonstrating state-of-the-art performance in both no-learned and supervised settings."
"or clutter is provided. This makes unclear the applicability of the method in real-case scenarios. Also, it mentions the possibility of including the scale factor, but no quantitative results are provided in this case. No analysis of different amounts of point clouds partiality or computational scaling at the different number of points.","While the paper addresses challenges such as noise and occlusions in point cloud data, it lacks a detailed analysis of how these factors specifically impact the performance of the proposed method."
"two novel projected gradient step procedures for training constraint to the space of unitary matrices. In contrast to exisitng approaches, we achieve more computational efficiency by exploiting the low-rank structure of gradients that is present in minibatch training.",This approach significantly improves the stability and performance of recurrent neural networks (RNNs) while maintaining near-optimal runtime complexity.
"layers by exploiting the relation between the Fourier transformation and the discrete convolution operation enables the use of unitary operators in the image domain. This may allow users more control about properties of the linear operators that have been linked to generalization in deep networks like spectral norm, stable rank or eigenvalue decay.","By parameterizing filters directly in the Fourier space and utilizing low-rank updates, the authors demonstrate that PROJUNN can achieve competitive performance on standard benchmarks like CIFAR10, while also addressing the challenges of maintaining orthogonality in convolutions."
"demonstrate results on mass/spring and n-body system, and the premise of using these methods on more complex, realistic systems is alluring. However, while the paper is motivated by the challenges of rigid-body simulation, I'd argue the method doesn't actually tackle any issue that make rigid-body simulation a hard problem, such as collision between complex object shapes, frictional contact, or even 3D rotation for objects with nontrivial inertial tensor.","focus on simpler particle-based systems, often neglecting the complexities involved in modeling articulated rigid bodies."
"ropes can be solved pretty well with simple particle-based methods (see e.g. the 2016 Interaction Nets paper). The non-diagonal mass matrix and inertial tensor is (a) only a problem for method which have an explicit formulation for it (e.g. LNN/HNN), end-to-end learned models (such as plain GNNs) can learn the effect from data and neighborhood relations and (b) the effect disappears in the limit of small edge lengths.","rigid body dynamics have not been extensively explored in the context of graph neural networks, which limits the applicability of existing methods."
"bars/chains/ropes, and make use of the energy-stability of those methods. However, it's worth noting that properties such as length preservation, generalization that the paper shows stem from the fact that very little is learned here; all the constraints (segment length constraint, friction, drag etc.) are manually encoded, only inertial dynamics are learned, and those equations are both universal, and quite straightforward to infer from geometry. Normally you'd want a learned method to do the opposite, i.e. learn complicated interactions/friction models that may be hard to measure for real systems, and manually encode the known priors. The only case I could think of where the proposed approach would be useful is for inferring non-trivial mass distributions which may not be visible (say, on a drawbridge made from composite anisotropic material); but those use cases would need to be demonstrated.","learning the dynamics of articulated rigid bodies, showcasing their ability to generalize across varying system sizes and complex topologies."
"in expanding the type of systems that can be tackled with LNN/HNN methods, the paper in its current form is overclaiming its contributions (rigid dynamics) and quite limited in what it adds. It could be extended into a much stronger paper by showing how any of the harder aspects of rigid simulation can be tackled, or how the tricky bits (e.g. constraints, friction, ...) can be learned.","in the proposed LGNN framework, further exploration into its limitations and potential enhancements could significantly improve its robustness and applicability."
"strong baselines: TD3+BC (a state-of-the-art single-task offline RL method) and two multitask RL methods (PCGrad and Soft modularization). The authors also test a variety of different offline dataset compositions, changing the proportion of data that is medium-replay (MR), replay (RP), and medium-expert (ME).",These comparisons are crucial as they demonstrate the effectiveness of the proposed model in various configurations of multi-task offline datasets.
authors write: “It is because TD3+BC and PCGrad explore the orthogonality of tasks and SoftMod exploits the commonality of tasks.” I don’t fully understand this explanation and think it would be helpful if the authors elaborated on it.,"This section highlights the significant improvements achieved by the proposed method over existing approaches, particularly in scenarios with heterogeneous data quality."
"to me and leverages recent advances made on the SPD manifold such as the Gaussian distribution, the geometric law of large numbers, and parallel transport of SPD matrices. Recalibrating the second order moment is rarely done whereas it is easy to implement as shown in this paper.","as it introduces a machine learning framework that utilizes domain-specific momentum batch normalization on the SPD manifold, enabling effective learning of tangent space mappings."
leverages the recent advances on geometric deep learning (SPDnet) by training a full pipeline in an end-to-end manner. This should improves the performance compared to classical methods that perform sequential operations associated with different optimization problems.,"demonstrates significant improvements in inter-session and inter-subject transfer learning for EEG data, achieving state-of-the-art performance across multiple datasets."
"authors perform experiments on 7 EEG datasets of mental imagery and mental workload estimation and the proposed pipeline is compared to 10 other methods. They achieve state of the art performance on several of them and are on-par with best models on the others. Also, p-values of statistical tests are reported to ensure the significance of the reported results. An ablation study is performed and shows the importance of using all the proposed ingredients (momentum and domain-specific batchnorn). An additional good point is the Figure 3 which gives an interpretation of the learned model on two datasets.","They comprehensively evaluate the proposed TSMNet against various baseline methods, providing clear evidence of its effectiveness and robustness in real-world applications."
"clear. Why do the previous assumptions such as the equation (14) are necessary ? Also, it seems to me that $\theta_k$ converges to a stationary point does not imply that $||\theta_k - \theta^\star|| \leq 1/k^\beta$. Furthermore, why does the convergence rate of $\theta$ must be in $1/k^\beta$ ? If after a certain amount of iterations, the $\theta_k$ stay in a small ball around $\theta^\star$, the covariance matrices $f_{\theta_k}(x)$ can be considered fixed and thus the Theorem of large numbers on the SPD manifold directly applies.","thoroughly justified, as the paper could benefit from a more detailed discussion on the conditions under which these assumptions hold true, particularly in the context of varying dataset characteristics."
"of the proposed approach is at the routing aspect. The extension of placement module over DeepPlace is very subtle by adopting a different state definition, and it's not clear how such minor extension leads to better performance observed in experiments.",This approach addresses the challenges of traditional methods by enabling end-to-end learning and optimizing both placement and routing simultaneously.
"proposed approach are divided into placement module and routing module as if two separate approaches are proposed. As the main targeted contribution is a joint design, I suggest to perform more evaluations of the proposed approach as a whole to compare with the best combination of existing placers and routers.","The experimental results indicate that the proposed model not only reduces overlapping areas significantly but also maintains a low wirelength, showcasing its effectiveness in practical scenarios."
"discussion on the concept of ""stationarity"", which is a pretty well defined word with a strong historical background. basically, a time series x is stationary if time shifts do not change its distribution, but the use that is made here is. Here, the authors call a time series stationary if all (vector) samples are normalized. This is not related.","The authors propose a novel framework called Non-stationary Transformers, which effectively balances the need for stationarization with the preservation of essential temporal dependencies."
"an amazing job during this review round and I actually think this paper has some big potential impact, even if I still have many things to say regarding its rigour, but I think this is not a fundamental flow that should prevent the paper from being published.","Their experimental results convincingly demonstrate the superiority of their approach over traditional methods, achieving state-of-the-art performance across multiple benchmarks."
