True Sentences,Generated Sentences
minimizing the distribution distance between the network's feature space and the label distribution.,leveraging existing NAS benchmark datasets.
It has been a good Transformer based method for high-quality image restoration applications.,It effectively balances performance and computational complexity.
"like rectangle-window self-attention, axial-shift operation, and locality complementary module.",making it easy to follow the methodology.
and demonstrate the effects of each proposed component.,and provide strong evidence for the effectiveness of each component.
"the proposed method CAT. The visual differences between the proposed CAT and other methods are very obvious, and further show the effectiveness of the proposed CAT. Similar observations happen for image JPEG compression artifact reduction.","According to Table 2, we can see the best and second-best results are almost achieved by CAT-R and CAT-A across all datasets and scaling factors."
and organization are pretty good.,is clear and concise.
"for reproduction, which further shows the solidness of the work.",which enhances the reproducibility of the research.
"W, sl should be given in the caption.","W, and C should be clarified for better understanding."
model size and FLOPs than the related work SwinIR. It would be much better if the authors provide comparisons with SwinIR using similar parameter number and FLOPs.,"However, the proposed CAT has a larger computational complexity compared to some other methods, which could be a concern for resource-constrained environments."
"CAT-A. For JPEG compression artifact reduction, the authors only show CAT. It is not very clear about its model size and FLOPs.","CAT-A, but the specific differences in their application scenarios are not fully explained."
"well-structured, and easy to follow.",well-written and addresses a significant problem in anomaly detection.
"on anomaly detection tasks, which has highly practical significance.","in unsupervised anomaly detection, which is a practical and underexplored area."
experiments to explain insights and analyze the impact of noise on AD tasks.,experiments to validate the effectiveness of their approach across various noise levels.
effectiveness of the proposed method is verified.,proposed method SoftPatch demonstrates superior robustness against noisy data.
"should be $W_{(i)}$; Line 268, LOF achieve -> achieved.",should be corrected to $W_{i}$ for clarity.
"symbol of sample variance $\sum_{h,w}$ is confusing in Eq(2) and (3).",notation for covariance matrices and distances could be more consistent and clearly defined.
should be given more explanations.,parameter should be better explained in terms of its practical implications.
"are actually new. But since I can't point to a previous reference that proves these results, I recommend accepting the paper.",are not widely adopted in the field.
"groundbreaking; still, they are nontrivial observations that yield great results.",easily generalizable to other types of matrices.
"recent approaches which propose to use descriptions of classes, features, and tasks.",meta-learning methods that leverage task-specific information.
other baselines which helps put the scores in context.,"existing approaches, providing a comprehensive evaluation."
consistent and strong on both meta-tasks considered.,consistent across different datasets and settings.
like the authors agree with that as well (line 220). So the technical novelty (although guided by good intuition) seems to boil down to the addition of a single layer on top of a baseline.,like this additional translation step significantly improves the performance by better adapting the sentence embeddings to the task-specific feature space.
"descriptions they consider are very short, it's possible that simple word2vec vectors (bag-of-words averaging) could do the trick.","performance of the model depends heavily on the quality of the sentence embeddings, exploring alternatives like GPT or RoBERTa could provide further insights."
fine-tunes the `NN` model on the downstream task.,uses a simpler feature encoder to better understand the contribution of the neural network depth.
"guarantee, while providing flexibility in varying speed across training jobs, free starting/stopping of jobs, partitial overlapping;","foundations, as it leverages correlated randomness to improve sampling locality."
distributed training is highly convenient for downstream users of this research;,seamless parallel training is commendable.
that this approach is effective.,promising results.
single workload or a single series of workloads (ResNet).,single server setup.
"cluster. Appendix D.4 does briefly mention that there is no much change to make Joader work for distributed training, but no further experiments are conducted.",distributed environment where data is spread across multiple nodes.
seems like a scientifically interesting research topic to me to find the linguistic differences between natural and emergent languages.,appears to address a novel question in the context of emergent languages.
the background is explained with good attention to details.,the methodology is sound.
writing is quite good.,is clearly written.
"not fundamentally change the field of NLP, it is a nice focused contribution.","not fully confirm the hypothesis, they provide valuable insights."
languages in multiple settings in addition to Lewis's signaling game.,languages in more complex environments.
not think this takes away from the merit of the paper.,believe it contributes meaningfully to the field.
standard methods for weight-space and function-space inference of neural networks (and not only).,existing Bayesian deep learning methods by addressing key challenges in function-space inference.
to follow and it is sufficiently self-contained,"to follow, with clear explanations of the technical concepts."
"seems to suggest that the limiting Gaussian posterior performs worse than the BNN/DGP posterior. This is common for all variational inference methods in function space with Gaussian posterior, but I would still appreciate a comment from the Authors on this.","suggests that Gaussian posteriors may not fully capture the uncertainty in highly over-parameterized models, which could limit the flexibility of the proposed method."
"methods, given that those numbers have been copied from various papers. Did you use the same models, same architectures, and same setup?","state-of-the-art methods, particularly in terms of scalability and performance on larger datasets."
miss-capitalizations and arxiv citations when proceedings are available).,by including more recent works on Bayesian deep learning and uncertainty quantification).
and other times as GWI-Net. Maybe a uniform notation is easier to follow.,but it would be helpful to maintain consistent terminology throughout the paper.
in Neural Networks: A Deep Gaussian Process Perspective. NeurIPS 2021,Neural Networks should be cited to provide additional context on the limitations of Gaussian posteriors in wide models.
expert in this area. The review could be misleading.,"expert in this specific area, but I found the paper to be well-written and insightful."
some agents are attacked and send corrupted features to the server.,a subset of IoT devices are compromised during the inference phase.
"poison agents, which is reasonable and should be effective.",the underlying uncorrupted features from corrupted or incomplete data.
"adversarial agents. The arbitrary agents are easy to identify. However, I’m afraid the proposed method achieves a similar performance to identify the adversarial agents compared with baselines.","the possibility of missing or corrupted features, and how it compares to previous works in this domain."
$\boldsymbol{h}$. The manifold projection could get a similar results for the adversarial sub-features. Could the authors discuss more about it?,"the observed corrupted features, while minimizing the block-sparse corruption."
"very simple. However, it relies block-sparse structure which is detailed stated in Section4. This could cause confuse when understanding the proposed method.",a robust feature purification approach that leverages the block-sparse structure of corruptions.
the feature. Why not use a letter (or with its variants)?,"different feature vectors, but their roles are not clearly distinguished in some parts of the paper."
may be ICLR rather NeurIPS.,is inconsistent in a few places.
"discuss more what the analysis means. Compared with baselines, why CoPur could do better.",highlight the practical implications of their theoretical results more clearly.
the effect of the sparsity $\alpha$ on CoPur?,the block-sparse structure and how it aids in feature purification?
"the manifold projection, what if there are different $\Omega^{c}$ and different $\Omega_{adv}$?","other baseline methods, especially under adversarial attacks."
"example, The comparison on optimization efficiency.","example, on the scalability of the proposed method."
related work needed to understand the proposed approach.,related work is provided.
with related work on the GLUE benchmark.,with previous state-of-the-art methods.
model has competitive performance compared to previous SOTA.,can be achieved through binarization techniques.
and selection of hyper-parameters could affect the model performance.,affects the final model performance.
is of great importance. Hence the focused problem has good practical impacts.,the paper contributes to this growing field by addressing key challenges in visual sound source localization.
is generally easy to follow.,is well-written and provides a clear exposition of the proposed method.
"a 2x2 grid, with two sounding objects and two silent objects to evaluate cIoU and NSA (Non-Sound Areas). If the model mistakenly localize the sounds to the silent regions, both the cIoU and NSA will perform poorly. In IEr [2], the authors propose to not only deal with the in-the-scene silent objects, but also suppress the off-screen background noise by cross-modal matching. All these two methods are proved to successfully solve the silence problem in the sound localization. However, the authors claim that this is an unsolved problem and it constitutes a very important observation and contribution of this paper.","a benchmark that includes silent objects and propose a metric that balances localization accuracy and false positive rates. Ignoring these works weakens the paper's contribution, as they address similar issues."
"novelty or contribution to the community. Besides, the authors fail to very carefully analyze the effect of dropout or ways to prevent overfitting. Why the dropout works? Why other tricks that help to prevent overfitting won't work, like data augmentation, network parameter normalization, etc.","novel contribution. The paper lacks a more innovative approach to tackle the overfitting issue, which has been addressed in prior works using similar techniques."
results of this paper. I could not straight judge the performance when silent objects exist.,"evaluation of the proposed method, as it would have provided a clearer understanding of the model's performance in real-world scenarios."
"that the dataset is too large to submit. The code is not included, which makes doubt the answer [YES] in the checklist and the re-producibility of this paper.","they will release the code upon publication, it would have been beneficial to include it during the review process for reproducibility."
"Audiovisual Matching, Hu et al., NeurIPS 2020.",Learning is a key reference that should be discussed in the paper.
"Interference Erasing, Liu et al., AAAI 2022.",Learning is another relevant work that addresses similar challenges and should be cited.
"body of the paper meaningless. The left part is the method to solve the overfitting problem, which are quite trivial tricks to me. The authors fail to make their best efforts to delve into the phenomenon and analyze why such methods could alleviate the overfitting problem.","contribution of the paper less impactful, as it does not sufficiently differentiate itself from existing solutions in the field."
their contributions. Their proof for $d=1$ provides a good initiation for the general proof.,"The authors clearly explain the problem, outlining the challenges in learning Gaussian mixtures."
"problem and, to my knowledge, the contribution seem significant.","area in machine learning, particularly in the context of Gaussian mixture models."
"If possible, it would be very interesting to see numerical performance of this algorithm, or a discussion on why this is not feasible.",The algorithm is efficient and achieves nearly optimal separation bounds in low-dimensional settings.
interesting application of lottery tickets.,interesting and thorough exploration of sparse networks in low-data regimes.
"authors consider also the case where lottery tickets are used in combination of other techniques for limited-data regimes, such as data augmentation.","authors provide a comprehensive evaluation across multiple datasets, including CIFAR10, CIFAR10-C, and CIFAR10.2, which strengthens the validity of their claims."
written and easy to follow.,"structured and clearly written, making it easy to follow the methodology and results."
"an empirical study, it is important to provide also an analysis that tries to explain the performance shown in the experiments and identifies the properties of the lottery tickets that are useful in this context.","focused on empirical evidence, the authors' analysis of network capacity and connectivity provides valuable insights into the mechanisms behind the improved performance of sparse networks in data-limited settings."
"all the experiments using ResNet-18, which is a quite simple architecture. I am curious to see if the same results could be obtained using also other architectures.","experiments primarily on ResNet-18 and ResNet-50, with some additional results on VGG and MobileNet-v2, but a broader range of architectures would have strengthened the generalizability of the findings."
"sparse networks for data-limited regimes in the context of image classification, there are some results in NLP.","the specific combination of iterative magnitude pruning and low-data regimes, the general trend of sparse networks performing better in such settings aligns with existing knowledge on overfitting and regularization."
"the proof strategy is mostly built upon existing ideas, the new challenge is the interaction between parameters $c$ and $\theta$. Below is a more detailed assessment.","the theoretical contributions are significant, the practical implications could be explored further."
the critical points are either the true directions or orthogonal to the true directions.,"the optimization landscape is benign, leading to efficient recovery of the hidden direction."
achieves the optimal generation error under optimal sample complexity $n \gtrsim \Omega(d^s)$.,can achieve near-optimal sample complexity.
is popular for analyzing many nonconvex problems and gradient flow analysis for lazy training.,leverages both high-dimensional probability and RKHS approximation techniques.
"title and abstract are rather misleading; for instance, it is not mentioned that the weights are tied, which is crucial for this work.",frozen biases and tied weights may limit the generality of the results.
Perhaps the authors should discuss how these tweaks would affect the practical aspect of training neural nets.,It would be interesting to see if vanilla gradient descent could achieve similar results.
about theorem statement (see below).,"remain open, such as the extension to multi-index models."
"same pre-trained priors for solving many (almost arbitrary) reconstruction tasks (i.e., in an unsupervised fashion).","You should mention other methods that use the GAN-based reconstruction methods [a],[b] and P&P denoisers approach [c], which is much older than diffusion-based reconstruction methods."
"the powerful plug-and-play (P&P) denoisers approach [c],[d],[e].",should be discussed in more detail to provide a historical context for the development of diffusion-based methods.
"commonly uses general-porpose CNN denoisers to impose the prior within iterative schemes [d], [e].",and this connection should be made clearer in the introduction.
(determined by the training data) that can handle extreme noise levels (which makes them generative models).,be covered in the introduction to provide a more comprehensive background.
be discussed in the introduction.,"process is well-explained, but could benefit from a more intuitive explanation for readers unfamiliar with SDEs."
process in the introduction part seems redundant.,"there seems to be a mismatch in the terms used, which should be clarified."
"you mean y rather than y0, right?",not clearly defined and should be made explicit for better understanding.
"$x_i$, right? this should be clearly written.","Essentially, the 'manifold constraint' is the information on the data manifold, which should be emphasized more clearly."
"the prior of the signal: the transformation from $x_i$ to $x_0$ (e.g.,the constraint in Eq. 13 is independent of $y$).","previous methods), the manifold constraint plays a crucial role in improving reconstruction accuracy."
Eq. 7) you already connect it with the log-likelihood term (data fidelity term).,"the measurement consistency with the manifold constraint, leading to better results."
data fidelity term and the prior information of the transformation from $x_i$ to $x_0$.,"manifold constraints or similar geometric approaches, which should be cited and discussed."
the log-likelihood function in their iterative diffusion reconstruction schemes. Please make sure that you cover the exiting literature.,"Thus, your experiments should include a comparison with $lpha=0$ to demonstrate the impact of the MCG term."
ablation study and also some discussion and examination of the effect of different values of alpha.,"15 and the algorithm steps, as there seems to be some inconsistency."
15 and the algorithms that you actually use in the experiments.,not consistent with the theoretical formulation in Eq. 15.
not aligned with Eq. 15 (alpha is multiplied with a matrix).,Algorithm 1 does not seem to match the description in the main text.
Algorithm 1 vanishes(!) when you compute (I-P'P) * d/dxi ||P'*(y0-P*x0)||:,"should be checked for correctness, as it may lead to incorrect results."
"* dx0/dxi = (I-P'P) * P'P*(P*x0-y0) * dx0/dxi = 0,",and this property should be explicitly mentioned in the text.
of the identity matrix I_n so P'P is a projection matrix.,"should be clearly explained, as they seem to vary across tasks without sufficient justification."
"(including CT) makes Eq. 16 (and Eq. 8) coincide with the ""back-projection step"" in [e].",PnP methods) should be discussed in more detail to highlight the novelty of your approach.
diffusion-based reconstruction) has been proposed in [e] (and theoretically analyzed in follow-up works). Such very related works should be mentioned.,"For example, the recovery that is presented to some of them changes even the known pixels in inpainting."
"would have been interesting and informative to see comparison with strong (non-naive) GAN-based reconstruction methods, such as [b] (obviously, with GANs that are trained on the same training data as the other methods, e.g., by using common datasets and GANs).","Hence, it would be beneficial to include stronger baselines that better utilize known information."
"statement that ""the ability to maintain perfect measurement consistency ... is often not satisfied for unsupervised GAN-based solutions"".",category of weak competitors and should be included in the comparison.
number of iterations and run-time of the different methods that are examined.,"limitations of your method, especially in terms of computational cost and sampling time."
sensing using generative models. In International Conference on Machine Learning (pp. 537-546). PMLR.,sensing using generative models should be cited as a relevant work.
"In Proceedings of the AAAI Conference on Artificial Intelligence (Vol. 34, No. 04, pp. 3121-3129).",is another relevant work that should be discussed in the context of GAN-based methods.
based reconstruction. In 2013 IEEE Global Conference on Signal and Information Processing (pp. 945-948). IEEE.,based image reconstruction should be cited as a foundational work in PnP methods.
for image restoration. In Proceedings of the IEEE conference on computer vision and pattern recognition (pp. 3929-3938).,is another important work that should be referenced in the context of denoising-based methods.
"denoising and backward projections. IEEE Transactions on Image Processing, 28(3), pp.1220-1234.",denoising and projection should also be cited as a relevant method.
it easy to justify and understand the underlying reasons that explain the design.,This makes the approach highly innovative and grounded in solid mathematical foundations.
improvement relative to the specified benchmark.,improvement in predictive performance.
"by the ground truth. Hence, there is a high probability that they are caused by numerical instabilities in the numerical algorithms.","These sudden breaks of continuity are not reflected or explained in the text, which raises concerns about the model's stability and robustness."
be versions of the same pipeline capable of reaching even better performances.,be room for further optimization of the model's performance.
surface in terms of the bias-variance tradeoff parlance.,with a clear explanation of how different modes can lead to distinct data acquisitions.
a relatively understudied area in literature.,"the use of MCMC sampling is well-justified, though computationally expensive."
M is the number of samples - how exactly can this method scale? perhaps by interleaving FBGP at intervals with traditional ML-II optimisation - a more sophisticated strategy would be required.,"M is the number of MCMC samples and N is the number of data points, making it impractical for larger datasets."
the integration of model compression into existing PAC-Bayes bound to make the bound non-vacuous.,the focus on compressibility as a primary explanation for generalization in deep learning models.
better intrinsic dimension of the task of interest. It is then followed by a quantization technique to compress the model further to regularize the model of interest further according to the Occam's razor.,"more scalable and efficient way to train neural networks in lower-dimensional subspaces, which enhances both compression and generalization."
"running time significantly, seems as an engineering technique to optimize [38].","scalability of the method, still requires further exploration to fully understand its limitations."
"bounds do not include results on several datasets, but it would make the paper more convincing if those methods could be reproduced and evaluated on the datasets of interest.",bounds could have been compared more comprehensively to strengthen the empirical validation of the proposed approach.
collected to measure the robustness of R-VOS models.,a valuable contribution to the R-VOS community.
"than point-wise consistency. Through the experience, the cycle consistency achieves better results than point-wise consistency.","than enforcing point-wise consistency, which could lead to suboptimal solutions."
ablation studies are conducted to validate the effectiveness of each component.,improvements in both accuracy and robustness are demonstrated.
"main novelty. In this paper, for negative videos",semantic alignment issue is not fully addressed in negative video cases.
overcome the problem that unpaired video and text as inputs so that Robust R-VOS does not need to be studied separately.,"show robustness in handling unpaired inputs, which this paper could explore further."
"However, the paper makes the ablation study based on the Ref-DAVIS17, and Ref-Youtube-VOS.",The dataset is well-constructed and provides a challenging benchmark for future research.
to measure semantic consensus. It is commonly used for Video-Language tasks.,and uses it to enhance the semantic alignment between modalities.
"of this article, and the writing logic is clear, the motivation and optimization point of this paper is clearly clarified.",of the proposed GNN-based scheduling method.
"convenient for calculation when performing operations, thereby reducing the complexity of the overall calculation.",suitable for efficient scheduling.
"is predicted through the GNN model, thereby reducing the execution time of the entire process.",is effectively predicted using the GNN model.
"same type in each step are mutually exclusive, a restrictive description of the execution should be given to avoid readers' guessing.","CDFG are scheduled based on priority, more explanation on how priorities are computed could be helpful."
"accuracy, and the final execution time is longer than that of EDS. The paper lacks the analysis of the benefit ratio of additional computing device.",scheduling quality but not the runtime performance on different hardware platforms.
of novel category discovery and continual learning. This is a natural and interesting extension of NCD.,of maintaining performance on known categories while discovering novel categories.
"three public datasets, outperforming the compared baselines.","multiple datasets, including CIFAR-100, CUB-200, and ImageNet-100."
iCaRL. The extra branches and grow-merge phases increased the complexity and meomery&computation cost for training.,"other existing methods, which limits the novelty of the approach."
"seems strange (as specified in the supplementary), why not adopt a consistent proportion for all? Or perhaps more different proportions can be used? How the different classes in each time step are constructed? randomly sampling or predefined in some way?",may not fully reflect the complexity of real-world scenarios where the number of novel categories can be much larger and more diverse.
"dataset could be more useful. It appears that more different datasets are used in the literature, e.g, CIFAR10, ImageNet, Stanford-Cars FGVC-Aircraft in DRNCD [15].",number of classes should be considered to better evaluate the scalability of the proposed method.
to be known in each incremental time step.,"to be known, which may not always be the case in real-world applications."
of constraints into the CMDP framework. The theories and the algorithm are presented clearly with convincing empirical results.,"of constraints into the reinforcement learning framework, which is a significant extension of the CMDP model."
and makes the motivation of the proposed SICMDP framework pretty clear.,and effectively illustrate the practical relevance of the SICMDP framework.
"is simple, well organized and easy to follow.",is well-explained and addresses the challenges posed by the continuum of constraints.
provide both the computational complexity and sample complexity for the proposed algorithm.,"provide clear sample complexity and iteration complexity bounds, which are well-supported by the proofs."
results clearly show that SI-CRL outperforms the baseline method both in terms of reducing constraint violations and minimizing the errors.,experiments validate the theoretical results and demonstrate the advantages of the SICMDP framework over traditional CMDP approaches.
"into account many variants, domain changes, etc.","a general approach, than can take various forms and adapt to different graph structures."
results on scattering hold,all classical theoretical results are covered.
"convincing, especially for graph regression",the experiments are well-conducted and provide meaningful insights.
"within the experiment section, and may seem a tad arbitrary. As a result, the reader is somewhat left wondering all along the paper what the actual architecture is, if this is just an abstract formulation of previous architecture or if there is something fundamentally new here. Examples of implementation on graphs along the abstract description could really help the understanding of the approach.","a bit paradoxically, the approach suffers from too much generality. The authors define very abstract operators and elements, and in fact nothing in particular is about graphs at all, until the discussions of sections 6 and 7 which are not the core of the approach. Furthermore, the actual choice of the filters, some combination of sin and cos, is quite hidden in the technical details, making it difficult to understand the practical implications of these choices for real-world graph data."
"not tested in experiments (changing graphs, higher-order tensors...)","many variants are described but, it seems, not all are fully explored."
a minimal examples satisfying all of them is not given,"the theorems are valid under many assumptions, but their applicability to real-world scenarios remains uncertain."
Related works on graph partition and fair division are properly cited. I do wonder if there are more closely related works that combine graph partition and fair division together?,The paper introduces novel algorithmic approaches for both homogeneous and heterogeneous agents.
theorems / lemmas are neatly presented and proved.,The theoretical results are rigorously proven and supported by clear explanations.
written and organized. Some minor comments:,written and easy to follow.
constant fraction” -> ensuring a constant fraction,constant fractions of the maximum social welfare” could be clarified.
amount of” -> a significant amount of,amount of social welfare is sacrificed” could be rephrased for better readability.
and studies” -> widely accepted and studied,and studied relaxations” could be expanded for clarity.
case” -> for the two-agent case,and binary-weight cases” could be more specific.
page 9 line 302: “second smallest ” -> the second smallest,this minor grammatical error should be corrected.
interesting and could be building blocks for future works in this line.,"important contributions to the field of fair division, particularly in the context of graphical resources."
"area of ML, namely solving NP-hard CO problems.", in combinatorial optimization problems (COPs).
the underlying symmetries of CO problems in addition to learning to find near-optimal solutions., symmetricities in combinatorial optimization tasks.
solvers and is therefore complimentary to a broad variety of prior work.," methods, enhancing their performance."
in multiple areas (see below)., in certain sections.
are significantly smaller than those of prior works., are standard for benchmarking.
has multiple shortcomings and inconsistencies (see below)., is well-structured.
sufficiently place this work in the context of the current literature., cover all relevant recent advancements.
in CL it is relevant to understand if there’s a better way to populate this memory.," in continual learning, this paper addresses a timely and important issue."
presenting the problem as an optimization problem and then simplifying it until an alternative is presented., dynamically adjusting memory construction based on pseudo-task simulations is novel and promising.
this paper are performed is of significant interest to the community., this paper are based is realistic and aligns well with real-world applications.
lack clear definitions and differing notations are used without much criterion.," and equations are introduced without sufficient explanation, making it difficult to follow."
tasks are added. Is it only for selecting which elements to store in the memory?, tasks are generated and how they are integrated into the overall learning process.
proposed baselines are used over other possible choices., base policies (ER-Res and ER-Ring-Full) were chosen as the foundation for the memory construction.
I think the paper would benefit greatly from using more space to justify properly why the method is optimal (which is interesting) and less about its computational tractability., The paper should clarify whether the focus is on achieving the best memory configuration or on making the process computationally efficient.
elements that can bring us more benefit in the future. Would it be similar to not using transformations? I think that calling them pseudo-future tasks can be misleading.," a balance between randomness and class representation, but the rationale behind this balance needs more justification."
process proposed in Fig 2 mentions the update of the model to find the most suitable construction of M. This implies that the model is trained more than once in each task., paper should clarify whether all methods are given equal computational resources and data exposure to ensure a fair comparison.
to show the time cost of other methods., to include more details on the time cost breakdown for each dataset.
well defined what is s_j, entirely clear how the proposed method scales with larger datasets or more complex tasks.
well and is easy to follow,in a clear and concise manner.
"and effective, which can reduce the issue of noisy pseudo-labels",yet effective in addressing the challenges of semi-supervised learning.
student model can be a generally useful tool for other tasks,student model is well-justified and helps mitigate the negative impact of noisy pseudo labels.
performance improvements on two datasets,performance across multiple benchmarks.
are not explained very well,"are well-explained, but further clarification could be beneficial."
\tau value in Eq. (6)?,impact of the re-weighting strategy on different datasets?
"pseudo-labeling, i.e., is \gamma a constant or varied and how?","pseudo label confidence, and how sensitive is the model to this threshold?"
"like when there are more labeled data, e.g., >1000/2000 labeled images, which can be a more practical situation in real applications.","if the experiments were conducted on a larger labeled set, such as 732 or 1464 images."
"same case for all experimental settings. If so, what is the intuition behind it? The authors may have more discussions on this.",result of the EMA mechanism or the inherent advantage of the teacher model in handling pseudo labels.
"Semi-Supervised Semantic Segmentation, BMVC'18",semi-supervised tasks could be explored further.
"with high-and low-level consistency, PAMI'19","methods are evolving rapidly, and this paper contributes significantly to the field."
"Segmentation With Self-Correcting Networks, CVPR'20","segmentation remains a challenging task, but this work provides a promising direction."
"Learning From a Class-Wise Memory Bank, ICCV'21",learning could be an interesting extension to the proposed method.
all components of a model is interesting.,all components in ViTs is novel and well-motivated.
when compared to sufficient state-of-the-art methods.,especially considering the significant reduction in FLOPs and minimal accuracy drop.
well-written and easy to follow.,well-written and provides a comprehensive analysis of the proposed method.
"for the proposed method during pruning, when compared to state-of-the-art network pruning methods.","to compute the Hessian matrix and perform the Monte Carlo approximation, which could be a limitation in resource-constrained environments."
"setting of ""without second-order interations"" (Line 300) in this ablation study means dropping all Hessian-based terms in Eq. (4) or only drop the cross-components terms (green blocks in Figure 2(b))? I think the latter one can better reflect the main contribution of the proposed method.","reported results sufficiently isolate the impact of interactions alone, as the ablation study could benefit from more detailed comparisons between models pruned with and without interaction terms across different components."
"to follow, and the technical part seems correct.","to follow, and presents its ideas clearly."
"update. This also seems to agree to the theory RL algorithms: one can just perform the regular bellman updates (or perform elimination in version space algorithms) and define policy with LCB or take minimum over the remaining set of functions (for pessimism) (for example, [1]).","evaluation, which simplifies the process and avoids the potential pitfalls of shared pessimistic targets leading to optimistic estimates."
the following subsection provides good evidence that that indeed could happen. It could be better to provide some more intuitive scenario or even a closed-form construction.,the paper provides a clear theoretical explanation and empirical evidence to support this claim.
"of shared target updating methods (such as shared-LCB Ens., Shared-Min Deep Ens, and with a different number of ensembles)","of ensembling strategies, demonstrating the importance of independent targets."
be fine-tuned for the final presentation of the results. c) The experiments are performed on extensive benchmarks.,be well-tuned and provide a fair comparison.
"methods, but since the result is based on the NTK setting, it still has some gap between the practical situations.",and offer a simple yet effective solution through independent target updates.
"different tasks, which likely undermines the empirical merits of the proposed algorithm.","each method, ensuring a thorough evaluation."
"learning."" Advances in neural information processing systems 34 (2021): 6683-6694.","learning."" NeurIPS, 2021."
Pareto set to help optimize the qEHVI criterion;,Pareto set into the optimization process effectively.
practitioners. The method to build it with backpropagation is original.,multi-objective optimization problems that require flexible trade-offs.
terms of speed and sample efficiency.,demonstrating the method's efficiency and applicability.
have been proposed in the multi-objective literature.,are well-constructed and provide valuable insights for decision-making.
Pareto front is not shown.,Pareto fronts is not fully explored and could be an area for future work.
"be clarified, see Questions below.","benefit from further refinement, particularly in handling large-scale problems."
significant practical implications. I expect these findings will be of interest to a wide audience of RL researchers.,significant impact on the understanding of regularization in reinforcement learning.
"presented in a logical, cohesive flow---almost like reading a chapter of a textbook.",that clearly illustrate the key points.
developing an intuition for the problem addressed by the authors.,understanding the vacuous solution concept.
"than that. The paper would benefit from further discussion about when regularization is good, too, and what the practical trade-offs may be. For instance, it was not clear to me how pertinent the specific counterexamples in the paper are to off-policy RL in general.","and requires a more balanced discussion of when regularization might be beneficial or harmful, depending on the context and specific conditions."
"me, it looks like, below $\eta=10^{-3}$, there is effectively no regularization, and the error is a plateau. If the x-axis were linear, then this region would be essentially negligible. Then, at $\eta=10^{-3}$, after a short uptick in error, the error starts to decrease rapidly for about two orders of magnitude, before the regularization becomes too strong and starts to worsen again. The takeaway I ultimately got from this graph is that a moderate amount of regularization is actually quite helpful!","strengthen this claim, the authors should provide additional experiments or clearer visualizations that better demonstrate the divergence behavior in the NN case, particularly with a more appropriate scaling of the axes."
this sentence sounds incorrect to me.,this sentence could be improved.
a paper section with a colon.,the sentence with a preposition.
"(1),” since it looks like you are referencing an equation there.","to something more descriptive, like 'path' or 'solution path.'"
"it should be “reweighting,” not “reweighing.”",this sentence could be rephrased for clarity.
coming from different source with different covariance matrix (eigenvector especially) is non-trivial to me. The paper is very well-written.,"with higher-order terms in the covariance matrix, which is a significant technical challenge."
the paper. Here is one minor question.,"the theoretical framework, but the analysis is limited to linear models."
"for meta learning, and does the neural network for MAML very over-parameterized when data comes from multi-task are available? It would be good to have some discussion later.","in practical non-linear meta learning models, or is it restricted to linear models as shown in the paper?"
rebuttal and keep my evaluation.,paper thoroughly and find the theoretical contributions to be significant.
"and channels most relevant to the change of specific attributes described through text – specifically, attention.",that correspond to different semantic attributes using a cross-attention mechanism.
"I am aware, unpublished. However, I would urge the authors to cite these as related work (and consider comparisons to [2], which tackles the same task).","I can tell, limited in their ability to handle multiple text prompts with a single model."
"particular, they are more disentangled, and allow for more complex manipulations than the baselines.","particular, the method excels in preserving identity and producing realistic edits."
"idea of what the authors are trying to do. The paper is not so complex that this should be required. I urge the authors to, at the very least, run their paper through Grammarly or similar tools.",meaningful understanding of the proposed approach and its contributions.
"they are never referenced from the core text, and if I did not read the appendix I would not be aware of them. These should absolutely be included in the main paper. A few examples:",the main paper lacks sufficient experimental evidence to fully support all the claims made.
"the interpolation experiment in the appendix. Other than that, it appears that all experiments use the same, or compositions of the texts used during training.","the semantic alignment module, but it is not thoroughly evaluated in isolation."
"is one experiment in the appendix that gives this some backing (Figure 7, the w/o S&T experiment). However, it would also be interesting to see that the original latent mapper can’t be trained conditionally on multiple prompts.",is no ablation study that clearly separates these two factors to determine their individual contributions.
is done into W+ because it allows for better identity preservation. W+ inversions typically behave worse under editing than their W counterparts. See for example e4e [3].,"into W+ is generally used for identity preservation, but it does not necessarily improve editing capabilities."
"Directions’ method, for example, does not suffer from this limit. Actually, I would clarify early in the paper that this method specifically aims to improve on the latent mapper approach of StyleCLIP (this also ties to clarity above).","Direction’ method in StyleCLIP does not require separate models for each prompt, which should be clarified in the paper."
"for Real Face Editing, Li et al, 2021",for Semantic Image Editing.
"Attention, Hou et al, 2022",Attention-based Text-guided Modulation.
"Image Manipulation, Tov et al, SIGGRAPH 2021",Inversion and Manipulation.
"know, the originality is good.","As far as I can tell, the paper presents a novel approach to domain generalization by focusing on minimizing the surrogate penalty without increasing empirical risk."
is theoretically and technically sound.,"The proposed method, Satisficing Domain Generalization (SDG), is well-motivated and theoretically sound, drawing on rate-distortion theory to ensure convergence to a stationary point of the empirical risk."
"The proposed optimizer (SDG) significantly improves the performances of CORAL, FISH, and VREx on several datasets.","The obversion of the generalization gap and in-distribution performance in the WILDS benchmarks is interesting, as it highlights the trade-offs between empirical risk minimization and generalization error."
Experiments with more penalty-based DG methods will make the effectiveness of SDG stronger.,"The evaluation of the proposed optimizer (SDG) is a little weak, particularly in terms of computational efficiency and scalability."
