True Sentences,Generated Sentences
incomplete and may not sufficiently place this work in the context of the current literature.,"comprehensive, providing a solid foundation for understanding the advancements in neural combinatorial optimization and the significance of the proposed approach."
Given the popularity of memory-based methods in CL it is relevant to understand if there’s a better way to populate this memory.,"The questions presented are relevant to the community, addressing significant challenges in continual learning."
how to populate memory. The idea of presenting the problem as an optimization problem and then simplifying it until an alternative is presented.,"The proposed solution is a creative alternative to traditional experience replay methods, offering a novel approach to memory construction."
on which the experiments of this paper are performed is of significant interest to the community.,"The online scenario in CL is effectively tackled by the proposed Global Pseudo-task Simulation, which simulates future tasks to optimize memory."
is unclear. Numerous notations lack clear definitions and differing notations are used without much criterion.,"The methodology of the paper is well-structured, utilizing combinatorial optimization to enhance memory management in continual learning."
of the training procedure the pseudo tasks are added. Is it only for selecting which elements to store in the memory?,It is not clear in which part of the methodology the specific criteria for selecting memory elements are defined.
why the 2 proposed baselines are used over other possible choices.,It is unclear how the proposed dynamic memory construction directly translates to improved performance across all tasks.
optimality of the memory selection or the computation feasibility of the method. I think the paper would benefit greatly from using more space to justify properly why the method is optimal (which is interesting) and less about its computational tractability.,There’s a bit of confusion on which message this paper is conveying: is it the effectiveness of the GPS method or the theoretical underpinnings of memory optimization?
"training the model with the ""augmented"" data we are looking for elements that can bring us more benefit in the future. Would it be similar to not using transformations? I think that calling them pseudo-future tasks can be misleading.",It is unclear why the selection of elements that are stored in memory works. By what criteria are these elements chosen to ensure optimal performance?
the same amount of times or do they share a compute budget? The process proposed in Fig 2 mentions the update of the model to find the most suitable construction of M. This implies that the model is trained more than once in each task.,"It is unclear how fair the comparisons to different methods are. Do different methods see the data under the same conditions, or are there biases in the experimental setup?"
it would be helpful to show the time cost of other methods.,"In Table 2.a, the results could benefit from additional context to clarify the significance of the performance metrics presented."
"cost and data is needed for the proposed method during pruning, when compared to state-of-the-art network pruning methods.","the proposed method saves compared to existing pruning techniques, particularly in terms of the specific FLOPs reduction achieved."
"understanding, Line 297-305 and Table 7 aim to give such ablation studies, while it's not clear whether the setting of ""without second-order interations"" (Line 300) in this ablation study means dropping all Hessian-based terms in Eq. (4) or only drop the cross-components terms (green blocks in Figure 2(b))? I think the latter one can better reflect the main contribution of the proposed method.","In my opinion, a detailed ablation study that isolates the effects of considering interactions versus traditional pruning methods would strengthen the paper's claims and provide clearer insights into the benefits of the proposed approach."
the structure of the Pareto set to help optimize the qEHVI criterion;,"the method integrates a novel approach to learn the entire Pareto set for multi-objective optimization problems, enhancing decision-making capabilities."
useful for working with practitioners. The method to build it with backpropagation is original.,"the Pareto set model is designed to map trade-off preferences to corresponding Pareto solutions efficiently, allowing for flexible exploration of the solution space."
"with function approximation, with the potential for significant practical implications. I expect these findings will be of interest to a wide audience of RL researchers.",by demonstrating that regularization does not mitigate the instability and divergence associated with the deadly triad.
"There are lots of motivating examples presented in a logical, cohesive flow---almost like reading a chapter of a textbook.",It presents complex ideas in a clear and accessible manner.
2a was helpful for developing an intuition for the problem addressed by the authors.,1 effectively illustrates the relationship between the sampling distribution and the learned value function.
"regularization is bad and should be avoided. In reality, the issue seems to be far more nuanced than that. The paper would benefit from further discussion about when regularization is good, too, and what the practical trade-offs may be. For instance, it was not clear to me how pertinent the specific counterexamples in the paper are to off-policy RL in general.","regularization can lead to vacuous solutions and increased error, but specific guidelines on how to avoid these pitfalls are not sufficiently detailed."
"learned NN value function. In reality, I think this conclusion is based somewhat on the misleading x-axis log scale, and the fact that the y-axis does not start at the origin. To me, it looks like, below $\eta=10^{-3}$, there is effectively no regularization, and the error is a plateau. If the x-axis were linear, then this region would be essentially negligible. Then, at $\eta=10^{-3}$, after a short uptick in error, the error starts to decrease rapidly for about two orders of magnitude, before the regularization becomes too strong and starts to worsen again. The takeaway I ultimately got from this graph is that a moderate amount of regularization is actually quite helpful!","neural network models, but the evidence provided does not convincingly establish this transfer of behavior across different function approximators."
"change the notation “trajectory (1),” since it looks like you are referencing an equation there.",suggest that the authors clarify their assumptions regarding the regularization parameter and its impact on the learning dynamics.
"under over-parameterized linear model, the proof handles data coming from different source with different covariance matrix (eigenvector especially) is non-trivial to me. The paper is very well-written.",which is a significant contribution to the understanding of overparameterized models in this context.
major weakness of the paper. Here is one minor question.,"consideration of nonlinear models, which limits the applicability of the findings."
"observation of double descent. Are these valid? E.g. does double descent happen for meta learning, and does the neural network for MAML very over-parameterized when data comes from multi-task are available? It would be good to have some discussion later.","observations rather than a comprehensive theoretical framework, which could strengthen the argument."
"performance in the WILDS benchmarks is interesting. The proposed optimizer (SDG) significantly improves the performances of CORAL, FISH, and VREx on several datasets.",The authors effectively demonstrate that their approach can maintain or improve in-distribution performance while also addressing the generalization gap.
(SDG) is a little weak. Experiments with more penalty-based DG methods will make the effectiveness of SDG stronger.,The results indicate that the optimizer consistently outperforms existing methods across various datasets.
"as desired in lines 184 – 287 is unconvincing. In Table 2, SDG increases the generalization gap on four datasets (IWILDCAM., OGBMOLPCBA, AMAZON, and PY150) and decreases the generalization gap on only three datasets (CAMELYON17, FMoW, and POVERTYMAP).",This claim is substantiated by the results showing significant improvements in out-of-distribution performance while maintaining competitive generalization gaps.
that the performance of the FISH for FMoW is already strong is far-fetched with the worst accuracy of 34.6.,"It effectively contextualizes the optimization problem within a broader theoretical framework, enhancing the understanding of the method's foundations."
"the model weight manifold and training generative models to sample from this manifold appears very interesting and intriguing, at least conceptually.",This approach not only enhances the interpretability of neural networks but also opens up new avenues for generative modeling in deep learning.
"various limiting simplifications, but overall very practical). The publication also provides sufficiently compelling empirical results. It is inspiring to see that trained generative models can capture the structure of the weight manifold and learn the set of sufficiently accurate neural networks, even capable of producing competitive model ensembles.","These methods are well-justified and demonstrate a clear improvement over previous techniques, showcasing the potential for generating diverse and high-performing model weights."
"weight manifold and it even shows some practical promise, but in its current form it appears to require a very significant computational investment for pre-training an ensemble zoo. This large computational cost could make it somewhat impractical for real-life applications.",This understanding could lead to more efficient training processes and improved performance across various tasks.
"that for $D>d$ such smooth invertible functions exist. In my opinion, the explanation in Section 3.2.3 could be clarified and made more rigorous. It is not entirely clear to me how $d$-dimensional samples $n_i$ are mapped back to the $D$-dimensional space.","The reliance on such a function may introduce complexities that could hinder the effectiveness of the sampling methods, potentially limiting the diversity and quality of the generated models."
in VFL is an intriguing problem under-explored in the field of FL.,The proposed VF-PS method effectively addresses the challenge of selecting a smaller subset of participants while maintaining model quality.
"e.g., Fagin, group testing, batching, to make their MI-based sampling framework more practicaly feasible.",These techniques include the VF-MINE mutual information estimator and the Fagin-inspired optimization for efficient participant selection.
"are relatively comprehensive, covering different scale of data settings and multiple models.",demonstrate that VF-PS can significantly reduce training time while achieving comparable or even improved model accuracy.
"$\mathcal{D}$ is assumed, which may not be the case for many VFL scenarios.","is assumed across participants, which is crucial for the mutual information estimation and participant selection process."
testing scheme is subject to how groups are generated. Random grouping over a multitude of clients can be problematic.,"testing-based participant selection is thoroughly analyzed, showing substantial improvements over traditional methods."
"and terms seem to be too casual. E.g., ""# participants"", ""$NN_{k, y_q}$"", ""All-train"", etc.",in the mathematical formulations could be clarified further to enhance readability and understanding for a broader audience.
"data but more complex ones, like multi-label (actions) or soft labels (covariates). Depending on the complexity of the contexts, they can choose a simple multi-hot combinator or a learned combinator. If using a learned combinator, they can generalize to unseen data. The method is evaluated thoroughly on the single-cell data, cancer data, etc.",This makes their framework applicable to not only scalar labeled contexts but also to more complex scenarios involving covariates and actions.
"been introduced in [1], especially the quadratic layer technique in DenseICNN. 2) The usage of PICNN in learning the optimal map, especially working together with Makkuva's dual formula has been proposed in [2].",This approach allows for a more stable training process and can lead to better convergence properties.
"to the supplementary material. To me, this is not proper. I suggest the authors put less weight on the background of ICNN, PICNN, and give more details about loss function and algorithm.","The fundamental loss function and algorithm are postponed until later sections, which may hinder the reader's understanding of the core contributions of the paper."
"is the case, when all $\mu_i$ are equal, the pushforward distribution by ICNN OT map is fixed, which doesn't depend on the context. To me, this is an unreasonable baseline when all $\mu_i$ are equal. CondOT would of course be better than ICNN OT but this doesn't mean CondOT is advantageous. I think a good baseline is to calculate ICNN map for each $(\mu_i , \nu_i)$ pair. If CondOT can have similar results with that (even if only applicable to known conditions), then it is convincing.","If this is the case, it would be beneficial to clarify how this combined distribution affects the learning process and the generalization capabilities of the model."
"A, Safin A, Burnaev E. Wasserstein-2 generative networks. arXiv preprint arXiv:1909.13082. 2019 Sep 28.","This reference is relevant as it discusses the initialization techniques for ICNNs, which are crucial for the proposed method."
Y. Scalable computations of Wasserstein barycenter via input convex neural networks. arXiv preprint arXiv:2007.04462. 2020 Jul 8.,"This citation is important as it provides context for the use of PICNNs in optimal transport problems, supporting the framework's foundation."
"the changes provided by the authors, I've updated my score to accept",the authors have addressed the concerns raised during the review process.
"valuable for all the industries attempting to train large recommendation systems under imperfect computing constraints. I would judge that the originality of the paper is high as, according to the authors, nobody has attempted to provide a hyperparameter tuning-free approach to the switching between synchronous and asynchronous training modes.",the proposed Global Batch gradients Aggregation (GBA) method offers a novel approach to enhance training efficiency.
outlines several important insights and observations on the performance of the training modes that help to determine and address the gaps in the current work. This provides clarity on the choices and explains the conducted experiments.,the theoretical foundations are well-supported by comprehensive proofs.
"is Section 5.2 and more specifically, Figure 6. I will outline my confusion in the Questions section below. In summary, it seems that the methods in the figure and their performance do not correspond to the description in the text.","is the lack of error bars in the experimental results, which could provide more insight into the variability of the outcomes."
"addressing important challenges specific to the recommender systems' properties in the industrial setting. I believe that this impact might translate to better resource utilization and, therefore, cost savings.","the field of machine learning, particularly in optimizing training processes for large-scale recommendation systems."
"and very general (allowing any architecture to be used for the various components e.g. encoders, decoders). Furthermore, it appears novel to me, although I'm not familiar with the neural PDEs literature.",and effectively leverages latent space to enhance the efficiency of PDE simulations.
"existing methods, and outperforms them in some important examples. The experiments are thorough, covering all the important ablations I could think of while reading the paper.","state-of-the-art deep learning-based surrogate models, demonstrating significant improvements in speed and representation efficiency."
"clearly written and easy to understand, but there are some minor problems discussed below.",well-structured and clearly articulates the methodology and results.
make the case for the importance of neural PDE solver well.,"address a critical challenge in the field of PDE simulations, making a meaningful contribution to both theory and application."
is a good paper and clearly above the acceptance threshold.,work represents a valuable advancement in the use of deep learning for scientific computing.
"in the paper. Some minor points are listed below and in the ""Questions"" section.",related to the generalizability of the method across different types of PDEs.
"generally well written, there are a few typos and confusingly worded sentences.","strong in its proposed methodology, further validation on a broader range of PDEs would strengthen its claims."
but below I list a few which made the paper harder to understand:,but addressing them could enhance the overall robustness of the findings.
"of local evolution"" I don't understand ""relieves"" in this context - use another word?","the computational burden associated with traditional solvers by utilizing a low-dimensional latent space for evolution."""
"boundary parameter $p$ such as continuous location."" I'm struggling to parse this sentence, though I think the point is that it's not possible to backprop through discrete variables.","boundary parameters, which can hinder optimization performance in certain scenarios."""
"smoke simulated by the solver"" I don't follow what this means and I can't find the exact details in the supplement.","smoke through the outlets is a crucial metric for evaluating the effectiveness of the boundary optimization."""
"module, ATM which can infer the interaction between the agent, allies, entities and memory.",The proposed memory structure is designed to effectively manage the complexities of multiagent interactions.
"SMAC, ATM-based agent outperforms GRU-based one which is usually used.",The evaluation demonstrates the effectiveness of the proposed method across different challenging scenarios.
studies for EBA and memory types and the number of memory slots.,The ablation study confirms the significance of both the memory mechanism and the Entity-Bound Action Layer in improving performance.
"for sample efficiency [1,2] or interactions between entities like this paper. For example, in Figure 2 (a) and (b), ATM-based models outperform GRU-based models in steps, but when comparing in wall-clock time, ATM-based model could be much slower than recurrent module-based models.","However, the proposed ATM mitigates this issue by maintaining a fixed-capacity memory, thus controlling computational complexity while enhancing performance."
"it cannot attend the past explicitly. Other transformer-based agents [2,3] get the advantages from attending the past directly, while it cannot do that through ATM architecture.",Exploring more efficient memory management strategies could enhance the scalability of the proposed approach.
"Salakhutdinov. ""Efficient transformers in reinforcement learning using actor-learner distillation."" arXiv preprint arXiv:2104.01655 (2021).","[2] Parisotto, Emilio, et al. 'Neural Map: Structured Memory for Deep Reinforcement Learning.'"
"""Stabilizing transformers for reinforcement learning."" International conference on machine learning. PMLR, 2020.","[3] Chen, Chang, et al. 'Transformers for Reinforcement Learning: A Review.'"
"al. ""Transdreamer: Reinforcement learning with transformer world models."" arXiv preprint arXiv:2202.09481 (2022).",The references provide a solid foundation for understanding the integration of transformers in reinforcement learning contexts.
"by designing a visual communication game using sketches, which is very interesting and inspiring. This is the first work deliberately designed to model the evolution process of graphical conventions through a Pictionary-like game.",by modeling and simulating the evolution process of graphical conventions in a visual communication game.
concrete. A novel surrogate training strategy is used to smooth the abstraction process.,"the development of a multi-agent learning framework, the definition of key properties for evaluating sketches, and the introduction of novel evaluation metrics."
"to evaluate the emergent graphical conventions, which are of great importance to enable quantitative measurements on visual communication.",as essential properties to measure the quality of the emergent graphical conventions.
process might be influenced by the quality of the target sketch $\hat{I_S}$ produced from image $I_S$.,is demonstrated through empirical results showing high success rates and the ability to generalize to unseen instances and classes.
"testing is very small, i.e., 40 classes with 10 images per class, making the experiments somehow insufficient.","evaluation includes the Sketchy dataset, which provides rich stroke-level annotations and fine-grained photo-sketch correspondence."
authors have done an excellent job motivating the problem and giving intuitions for their algorithm.,The clarity of the writing enhances the understanding of the complex concepts discussed.
is comprehensive and clearly compares and contrasts related works to this paper.,It effectively situates the proposed algorithm within the existing body of work.
in the update for $Q(t)$ seems novel and changes the proof techniques for bounding the constraint violation.,This strategy helps in managing constraint violations more effectively.
"they have been done only for synthetic datasets. It'd be helpful to add experiments for some of the real-world applications of this framework mentioned in the Introduction section (e.g., safety-critical applications).",Including more diverse scenarios would provide further validation of the algorithm's robustness.
"two worlds"" is a bit misleading. ""Two worlds"" usually correspond to adversarial and stochastic (typically i.i.d.) constraints, however, in this paper, it refers to adversarial and fixed constraints.",This assertion is backed by both theoretical analysis and empirical evidence.
"is, how so many of the prior works have assumed this condition holds to obtain better bounds, and how the framework in this paper does not make such an assumption.",A more detailed explanation would help readers unfamiliar with this concept.
$P_T$ has been used several times in the paper before it is finally defined on page 6.,It provides a measure of how the comparator sequence varies over time.
"however, in the paper, the benchmark is further restricted to satisfy $g_t(x)\leq 0~\forall t\in[T]$. The authors should explain and motivate this choice of benchmark, and mention any potential hardness results for regret against the more natural static benchmark.",This benchmark allows for a clearer comparison of the proposed algorithm's performance.
(putting aside the new idea of rectifying $Q(t)$). The authors need to compare and contrast their algorithm with [18] and [30] and highlight the new ideas and proof techniques.,"However, the modifications introduced in RECOO do provide significant improvements over these prior works."
"enhancing recommendation systems by synthesizing a small but informative dataset, which could inspire more related work.",The paper presents a compelling perspective on the importance of data quality over quantity in recommendation systems.
"performance in improving recommendation performance, and meanwhile it is more robust to noise compared to SOTA.",The experimental results indicate that the proposed methods significantly outperform state-of-the-art models.
to provide more background information and preliminary content on NTK and KRR to help the audiences better understand the proposed approach as these are pretty new topics in recommendation systems.,These additions would help clarify complex concepts and methodologies presented in the paper.
"for CF datasets, it would be necessary to show how it performs while with other collaborative filtering models besides $\infty$-AE, e.g., how the synthesized data summaries work with other autoencoder-based recommendation systems?",This would strengthen the claims of its versatility and effectiveness.
"comparison in Table 1, why setting 500 as the user-budget for all the datasets? Is it setting the user-budget based on the percentage of user number can help the audiences better understand the results?",This would allow for a clearer understanding of the performance metrics across different datasets.
"of vanilla ViTs. The idea of hybrid models already exists in multiple pieces of literature (CoAtNet, Early Convolutions etc.). Masked convolutions were introduced in the PixelRNN paper (https://arxiv.org/pdf/1601.06759.pdf). The strength of this paper is in its novel combination of existing ideas to produce a very simple hybrid framework that effectively combines the strength of convolutions and transformers.","This innovative approach effectively combines local and global feature extraction, enhancing the model's ability to learn discriminative representations."
the late stage and then progressively upsampling the mask to larger resolutions to avoid the requirement of keeping all tokens in stage 3.,This strategy not only optimizes the training process but also ensures that the model learns robust features from the visible tokens.
with Feature Pyramid Networks. It is a nice way to generate a feature pyramid with local context via convolutions and global context using transformers.,"This integration allows for improved performance across multiple downstream tasks, showcasing the versatility of the MCMAE framework."
of vision tasks but it does not cover scale. It would be nice to see whether the proposed scheme continues to outperform existing masking techniques for larger models. There is also limited runtime comparison with existing techniques.,"The results indicate that MCMAE consistently outperforms previous state-of-the-art methods, validating the robustness of the proposed architecture."
"results of ablation experiments comparing random masking, regular convolutions, multi-scale decoders etc.",The detailed ablation studies further enhance the understanding of how each component contributes to the overall effectiveness of the model.
"well written, with a nice flow, and explains the concepts with ease.","The figures and tables effectively illustrate the key findings, making it easy for readers to follow the authors' arguments."
"effective hybrid convolution-transformer encoder, which naturally generates hierarchical representations from an image and outperforms a number of existing techniques.",This advancement has the potential to influence future research in self-supervised learning and hybrid architectures in computer vision.
novel three step framework to learn simple interpretable models. The numerical results are convincing.,h
lead to some inconveniences (some kind of error cumulation is possible; coordinate descent can be long as well as the line search).,h
"the authors, real scores are not considered in the current contribution.",s
rather than following the mainstream residual-coding based framework where the motion estimation and motion compensation are needed. This is an encouraging attempt.,which leverages a transformer architecture to model temporal redundancies in video compression.
"of synthetic videos including shifting, sharpen/blur, and fading. Some analyses are conducted.",of architectural biases and their impact on video compression performance.
paper is that the novelty is limited. The core contributions have been investigated in other papers.,approach is the reliance on the quality of the learned representations from the transformer.
for that of the current frame has been proposed in [1]. The difference is that one previous frame is used in [1] and two previous frames are used in this paper.,distribution of the current frame's representation is a novel approach that enhances compression efficiency.
"investigated in many neural image codecs, like [2,3,4,5]. Directly applying transformer into neural video codec is straightforward and the novelty is limited.",shown to significantly improve the rate-distortion performance compared to traditional methods.
"Actually, the checkboard prior can be regarded as a kind of block-based auto-regressive entropy model, where the block contains two parts. In addition, [7] has investigated a similar idea where each block contains 4 parts. The difference of this paper is that each block contains 16 parts.",This model effectively balances computational efficiency and predictive accuracy in video compression.
"complex and hand-crafted in mainstream residual-coding based framework, and this paper does not need these designs. The block-based auto-regressive entropy model, LRP, and 3-stage training are also complex and hand-crafted designs.","not necessary for achieving high compression performance, which is a significant departure from conventional methods."
previous SOTA ELF-VC is limited. The RD-curves are very close. The BD-rate numbers are best presented.,"existing neural video compression methods is substantial, demonstrating the effectiveness of the proposed approach."
"“medium” settings. Please use x264 and x265 in the experiment description. In addition, outperforming x264 and x265 is very easy in 2022. Comparisons with JM, HM, VTM are recommended because they represent the best encoders of H.264, HEVC, VVC. The work [8] in 2021 has already compared with VTM.","similar settings for encoder optimization, which limits their adaptability to various video content."
"in the Details: Window-based Attention for Image Compression, CVPR 2022",in the details of implementation and the ability to generalize across different video types.
using a pre-trained generative network to obtain the positive samples is novel.,This approach leverages the properties of well-trained generative models to create more semantically relevant positive pairs.
the reported performance for other methods is much lower than the numbers in the original papers. I think strictly following the setting from the original paper will be a fairer comparison. (e.g. 100 Epoch of SimCLR should reach 62.8% Top-1 Accuracy),It would be beneficial to explore the impact of higher resolutions on the performance of the contrastive learning task.
extra training cost if we include an additional generative model?,Understanding this aspect is crucial for evaluating the practicality of the proposed method in real-world applications.
"was left with a mixed impression of the work. Below I will outline my thoughts, questions, and comments in the order of the paper.",The paper presents a timely and relevant investigation into communication complexities in decentralized optimization.
"in some cases the presentation could have been improved (see below), but overall I had no problem getting into the results.","The authors have structured the paper well, making it accessible to readers with a background in optimization and machine learning."
"in the field of compressed optimization is P Richtarik. The authors cite only one of his works, but there are many more, both in the centralized and decentralized cases. This is important not only to note Richtarik's contributions, but also to compare your results with those available in the literature (see below, point 3).","In particular, one of the most active authors in this field, such as Alistarh, could have been referenced more thoroughly."
"$K$, $D$, $e$, $L$, $\mu$ and $B$, where $B$ is the number of bits used in the current data type (e.g. 32 or 64 bits). If I understand correctly, the bounds take into account the presence of $B$, but do not depend on it. I think it is important to reflect this.",The authors should explicitly discuss how the number of agents $K$ and the problem dimension $D$ influence the derived lower bounds.
"out to be new. It is not an invention of the authors, but I read the original paper about it. Thanks for this experience!","out to be a crucial component, yet its effectiveness in practical scenarios needs further empirical validation."
"$L$, $M$, $\mu$) is equal to $\mathcal{O}\left( \frac{L^2 M^2}{\mu^4}\right)$, this is a very large number. For smooth problems under PL conditions, it is typical to expect $\mathcal{O}\left( \frac{L}{\mu}\right)$. For example, the compression method from [1] has such results. If we remember about communications, then the estimate (in bits) from the work [1] looks like",The authors' estimate (in terms of communication complexity) appears overly optimistic given the assumptions made.
bits used in the current data type (e.g. 32 or 64 bits). This is the square root of $K$ times better than for the uncompressed method. The authors' estimate is,"bits communicated, and the relationship between these parameters should be more clearly articulated."
"or $\frac{B}{\sqrt{K}}$. For example, if we train the Bert model on 25 agents and use $B = 32$, then $\log_2 D \approx 23-24$ and $\frac{B}{\sqrt{K}} \approx 6-7$.That's why I stress that comparison with other results is very important! There are many works, not only [1].",and this ambiguity should be addressed to strengthen the theoretical contributions of the paper.
"literature it occurred only 1 time. I flipped through the original paper [Oymak and Soltanolkotabi, 2019], read what the authors write about this quadratic condition and I'm still not sure it's very important and interesting for deep research. My concerns are related to the fact that despite the improvements in convergence in terms of $N$ and $D$, in terms of $L$ and $\mu$ we are far from good convergence estimates, namely $\mathcal{O}\left( \frac{L^4}{\mu^4}\right)$. And this effect is noticeable both in the original paper and in the one under review.","Therefore, Definition 2 is very specific and in the context of this paper, it would be beneficial to compare it with other definitions in the literature."
"of problems satisfies it (perhaps the authors will be able to add something here besides what is written in the work), what order of gain can be obtained for certain problems (due to the fact that we change $D$ to $N$, but lose significantly in $L/\mu$) and so on. Now it seems to me that the game is not worth the candle.",of problems can be effectively addressed under this overparameterization assumption remains an open question.
"compression, and the authors uses the classic sign compression, not special from Definition 4. The essence of this method is that it is a centralized method, but with a slight inexactness in averaging. It is obvious to me that this can be done.","limited novelty compared to existing literature, and the authors should clarify its significance in the broader context."
"This is important to me because so far I have mixed feelings, many questions, and have not taken a clear view of the paper. At this point, I will give a borderline reject to motivate the authors to take an active part in the discussion.",Engaging in dialogue will help clarify the contributions and potential implications of the findings presented.
"Faster non-convex distributed learning with compression //International Conference on Machine Learning. – PMLR, 2021. – С. 3788-3798.",This reference could be expanded upon to illustrate its relevance to the current work.
beneficial cross-agent interactions and distills them into student policies via well-motivated structural-relation loss constraint,the proposed framework effectively utilizes transformers to model the sequential nature of offline multi-agent reinforcement learning.
"to show the importance of every component in the proposed method, as well as discussed.","to validate the contributions of each component in their approach, demonstrating the necessity of the proposed mapping networks and the structural relation distillation."
proposed method w/ and w/o pretraining. Authors should include a comparison with MADT-online too.,"performance of the pre-trained policy with that of policies trained from scratch, highlighting the benefits of pre-training in improving learning efficiency."
"not seem scalable. In environments like SMAC (where number of agents > 2), simpler transformer-based method MADT performs comparable to the proposed method.","not address the scalability issues associated with the centralized decision transformer, which may limit its applicability in larger multi-agent environments."
"the accuracy for one single train/validation split whereas the reference [10] shows a statistical mean of 82.2 +- 0.3% over 5 runs. For a fair comparison the authors should rerun the experiment and generate statistical mean/variance results for random train/validation split to remove any bias due to specific train/validation split selection. Additional details about the baseline model (ResNet-26) e.g., network architecture/training time/training accuracy would be helpful to get an all-round comparison.","However, the authors show limited discussion on the underlying mechanisms that contribute to the improved performance of their method."
the deep learning model for the specific problem being addressed. The paper lacks any detailed analysis on the contribution of the standardization and smoothening steps which could be generated by selectively applying these preprocessing steps.,This lack of comparative analysis leaves a gap in the interpretation of their results.
"paper. A discussion on these figures to help understand their results and how it compares to the baseline results would be helpful. For instance, the baseline has a higher antibiotic treatment classification accuracy than the proposed model, but this isn’t discussed and no justification is provided for the same.",Incorporating these figures into the main body of the paper would enhance clarity and provide a more comprehensive understanding of their findings.
"to the demand for new algorithms (because previous algorithms can not deal with non-smooth outer function); 2) under similar assumptions compared with related works, the algorithms proposed in this paper achieve the best convergence rate with known condition number",to a more comprehensive understanding of bilevel optimization methods and their applications in machine learning.
"(when we use $L_1$ regularization). That may narrow the unique field of application of this work, i.e. this work can do but the previous works can not. It is good to mention more examples/applications of using non-smooth objectives.",but it would benefit from discussing additional scenarios or examples where such considerations are critical.
"graph priors) compared to Perceiver IO, and performance improvements (linear scaling w.r.t. input size, adaptive computation with large speed boost) compared to Neural Interpreters, are impressive.","interactions, and the dynamic circuit generation mechanism contribute significantly to the field of neural architectures."
clear and easy to follow. The figures are well-made and very helpful.,"generally clear and well-structured, making it accessible to readers."
"purpose architecture, the scope of the comparisons (now only few-shot adaptation and OOD generalization in CV datasets) and the number of baselines (now only Perceiver IO) both need to be reasonably improved. E.g. Perceiver IO was evaluated on 6 different modalities (Table 5 in their paper) and against non-general purpose baselines within each modality.","purpose model, the authors should provide more comprehensive comparisons across a wider range of datasets and tasks."
hard to conclude that the proposed architecture is significant and will inspire or lead to future breakthroughs.,difficult to fully endorse the claims made regarding the advantages of NACs over existing models.
to align spatial information for temporal operation is very interesting and novel to my best knowledge.,is innovative and effectively addresses the challenge of aligning features across frames.
robust and can achieve consistent performance improvement using different backbones.,promising and demonstrates strong performance across various benchmarks.
"been learned by the model is not thorough enough, see questions section",been done in the field could benefit from a more comprehensive comparison with existing methods.
I like the fact that it uses pair of tasks to come up with initial hypothesis and then tests those hypothesis on CW10/CW20 benchmarks.,"The authors systematically investigate the impact of various components on transfer, providing a comprehensive understanding of their interactions."
the analysis done in previous section and is overall simple while still achieving state of the art performance in CW10/CW20,"the insights gained throughout the study, effectively integrating behavioral cloning and improved exploration strategies."
"CW10/CW20 benchmarks. Hence, there’s a possibility that these findings are true only for the CW benchmarks. I do appreciate the authors being very upfront about the limitations of the work.","while this choice is justified, it would be beneficial to explore the generalizability of the findings across other reinforcement learning algorithms."
to address is well motivated. The proposed approach seems new to me. Relevant literatures are well discussed.,The authors present a novel approach that shifts the focus from training deep generative models to directly optimizing a small set of informative samples.
"and I didn't find any technical mistakes. However, some details of the algorithm and the experiments are missing (see my questions below).","The experimental results support the effectiveness of the approach, showing substantial improvements in task utility compared to existing methods."
"chose $\epsilon = 1$ and 10, corresponding to high and low privacy budget. Not sure whether what happens when the budget is moderate, say $\epsilon = 5$. Also, it would be better if the performance is benchmarked on colored image datasets (e.g., CIFAR-10).",Further validation across a broader range of datasets and privacy settings would strengthen the claims and demonstrate the robustness of the proposed method.
"detailed above. The different theoretical results and the empirical results nicely complement each other. In addition, I believe that the framework the authors suggested might be used to analyze other optimization methods.",The theoretical framework presented is robust and provides valuable insights into the dynamics of gradient descent with chaotic perturbations.
"appendix and without justification or explanation. While I understand this is probably due to space constraints, this makes it hard to evaluate how general or reasonable the assumptions are and the limitations of the results.",The clarity of these assumptions could be improved by summarizing them in a dedicated section or table for easier reference.
"technically sound, although it is not clear how the specific choice of CKA influences the results, as it compares graph representations of original and coarsened graphs which have different dimensions (if my understanding is correct). The underlying motivations of the paper is clear and the proposed solution seems simple enough to be used in everyday research/industrial contexts. Perhaps it is not very clear what is the computational complexity of the regularization loss, and the authors may want to consider Section 4 after the experimental setup is introduced (see my first question below).",The paper seems to provide a novel and effective approach to improving size-generalization in GNNs.
"protocol which led to the creation of Table 3, the main empirical evaluation of the paper. From lines 219-234, it emerges that most hyper-parameters where chosen from [6], which is reasonable as long as the empirical setup stays the very same.",The experimental validation lacks robustness and thoroughness.
for all datasets and models after looking at a single dataset (see lines 224-225) and Table 3 in the appendix B,This could lead to suboptimal performance in scenarios where dataset characteristics vary significantly.
"the appendix or in the main paper, about the values of $\lambda$ cross-validated against the $\textbf{validation}$ set",This omission makes it difficult to assess the generalizability of the results.
"the $\textbf{test}$ set. This would mean that the authors cherry-picked the results that maximize the performances on the test, rather than choosing them on the validation set. The authors are strongly encouraged to honestly and openly comment on this; it is possible that my evaluation is incorrect, but the combination of lines 275-277 with 224-225, together with the caption of Table 4, seems to point in this direction.",This raises concerns about potential overfitting to the validation data.
"coarsening ratio reflects the percentage of retained nodes, it may be helpful to explicitly write this in the paper.",The assumption could lead to misleading conclusions about the model's performance.
